epoch,e,a,q,i,om,w,ma,ad,n,tp,per,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,sigma_a/a,Nopp,Mean anomaly degrees barycentric 2022-01-21 00:00:00,Argument of perihelion J2000.0 degrees barycentric 2022-01-21 00:00:00,Longitude of ascending node J2000.0 degrees barycentric 2022-01-21 00:00:00,Inclination to ecliptic J2000.0 degrees barycentric 2022-01-21 00:00:00,Orbital eccentricity barycentric 2022-01-21 00:00:00,Mean daily motion degrees per day barycentric 2022-01-21 00:00:00,Semimajor axis AU barycentric 2022-01-21 00:00:00,Perihelion distance AU barycentric 2022-01-21 00:00:00,Orbital period days barycentric 2022-01-21 00:00:00,Packed MPC designation,Nominal class,Most common class,Most common class percent,Detached count,Scattering count,Classical count,Resonant count,Range au barycentric 2022-01-21 00:00:00,xhat barycentric 2022-01-21 00:00:00,yhat barycentric 2022-01-21 00:00:00,zhat barycentric 2022-01-21 00:00:00,Ecliptic latitude beta J2000.0 2022-01-21 00:00:00,Ecliptic longitude lambda J2000.0 2022-01-21 00:00:00
2459600.5,0.1155495826281583,43.52859273835438,38.49888201504645,27.33951078043148,355.1061097711399,242.9234202193459,140.6795238434127,48.55830346166231,0.0034319593379866,2418609.4770918023,104896.3476971707,1.5816e-05,0.0012808,0.0018113,4.7834e-05,4.6761e-05,0.0086408,0.0093847,0.0014288,1.5148e-07,1.0357,4.6299,2.9424337416528696e-05,19,143.2934694739045,240.4795397583989,355.2208480337151,27.42481475617651,0.1189748222342884,0.0034617920749015,43.2975029645178,38.14619024612573,103992.3808856246,19308,Classical,Classical,1.0,0,0,301,0,47.618030705679224,0.8920262075592189,0.38459461111735826,0.2374367918562851,13.735306970211429,23.323155015132407
2459600.5,0.1015519404889224,45.66794071805666,41.03027272000493,12.02455696502727,49.92454496100368,56.00604083036473,346.1923790955444,50.3056087161084,0.0031936471464973,2463923.9647633503,112723.7867824038,2.6214e-05,0.0020036,0.00062716,5.0516e-05,0.0001119,0.010384,0.0091784,0.002207,2.1017e-07,2.5987,7.4182,4.387322853836928e-05,19,345.0507020806578,57.43090844901833,49.98056596416965,12.03535992235299,0.103453481227171,0.003189143987914,45.73135662792847,41.00028858352802,112882.9558540778,19521,Classical,Classical,1.0,0,0,301,0,41.19858702850764,0.028523841648733273,0.9909454599384543,0.13120017486635768,7.538951326251,88.35122651113541
2459600.5,0.0578064124245216,42.76183781059179,40.28992937808221,17.19783045630523,97.32981210129692,264.3863246727677,118.8160081540818,45.23374624310136,0.0035246786748566,2425890.7581725647,102136.969979156,3.2744e-06,0.00050009,0.00054792,3.2786e-05,4.258e-05,0.0089762,0.0094387,0.000529,6.183e-08,2.0947,1.7917,1.16947733213686e-05,26,116.1478756935058,267.3133570095894,97.29824840511618,17.17482057197548,0.0539050178210754,0.0035040485475618,42.94870701889594,40.63355620165021,102738.3025987166,20000,Classical,Classical,1.0,0,0,301,0,44.06591554643649,-0.5683758983011091,0.810347419311152,0.1424285724360222,8.188401734244033,125.04573532677429
2459600.5,0.1495770532936286,39.61281254188657,33.68764476919829,19.52285584654982,187.8910131262546,143.9906516623886,66.33085957495675,45.53798031457485,0.0039532161030801,2442821.53880856,91065.09500442048,0.0001024,0.0096402,0.0044212,0.00019788,0.00019862,0.05643,0.062917,0.011082,1.4431e-06,9.8398,33.242,0.0002433606548337,6,67.64926567310704,142.888661421131,188.0095144835687,19.5564852396759,0.1461262325893473,0.0039798117262683,39.45376789647852,33.68853743231159,90456.5403493481,20108,Resonant,Resonant,1.0,0,0,0,301,38.036060888845675,0.5800580737976028,0.7769826463495453,-0.24460294007610076,-14.158369943223397,53.256741565252796
2459600.5,0.1047347816808287,41.86721500515639,37.48226138200702,27.00037612876096,20.9360747836809,69.47454922600548,338.171319439335,46.25216862830575,0.0036382535755816,2465600.268874597,98948.57313304405,1.29e-05,0.001013,0.00038434,3.3834e-05,4.5055e-05,0.00672,0.0060639,0.0011191,1.3205e-07,1.4529,3.5912,2.419554297736877e-05,25,336.6572527667052,71.22258148584706,21.0359490577308,27.04401481475275,0.1044961095017472,0.0036500042472578,41.79598747118439,37.42846938766185,98630.0222172228,24835,Classical,Classical,1.0,0,0,301,0,37.86928510698981,0.4721403896982035,0.8262716355442684,0.30717850951951126,17.889276372020134,60.25589395875387
2459600.5,0.2289745192133099,39.54655410384762,30.49140089137596,16.54137615485609,346.6943201368143,81.26641940617048,347.070555999042,48.60170731631928,0.003963155411856,2462862.911552744,90836.71029479156,1.8454e-05,0.0013793,0.00034056,2.7942e-05,9.9519e-05,0.0036256,0.0028016,0.0016951,2.0734e-07,0.53755,4.7523,3.4877880797857005e-05,15,346.4055100096912,82.06380646313622,346.8326465205986,16.56361623207365,0.2260423406062465,0.0039948927107669,39.35441159391313,30.4586482840434,90115.06092009328,24952,Resonant,Resonant,1.0,0,0,0,301,30.86971762694049,0.6739682007485612,0.6961501091549197,0.24726886157246036,14.315956138454592,45.92752479903589
2459600.5,0.046133980405749,43.42934328784885,41.42577481557268,2.398501995520714,50.50770967173618,130.4558527521264,75.0636894275078,45.43291176012502,0.003443730686023,2437803.2991526267,104537.7913729188,0.00023749,0.017309,0.013312,0.0010137,0.00201,0.37922,0.37519,0.018108,2.0588e-06,97.291,62.496,0.0003985554164445,6,78.50917223417797,126.7124222487721,50.4317274199899,2.393647281462074,0.0488088972429125,0.0034591379136273,43.31964795507974,41.20526370944109,104072.1731798466,24978,Classical,Classical,1.0,0,0,301,0,42.99885203921335,-0.15344970298901645,-0.9879255480179316,-0.021361185033893854,-1.22399884503576,261.171074186481
2459600.5,0.5873883009299896,92.89456308991292,38.32938351089524,13.36992731269798,194.2907450991274,356.6448794184217,12.94416815838603,147.4597426689306,0.0011008258751873,2447841.902704872,327027.1966842423,1.6404e-05,0.0041375,0.00019872,2.4289e-05,0.00010055,0.00070735,0.00099663,0.0065679,7.3546e-08,0.12725,21.849,4.453974336469295e-05,23,12.92347227981131,356.4719062661468,194.1800849312703,13.3517129406029,0.5894141005945331,0.0010968669012056,93.15958585436807,38.25001234625651,328207.5515309137,26181,Scattering,Scattering,1.0,0,301,0,0,45.420217836964206,-0.418264096161026,-0.890204985647117,0.18052764162758086,10.400494938034294,244.83344757352972
2459600.5,0.4138896051581921,54.9569067382471,32.21081430763842,7.635917135145143,323.1236158221092,158.8100440402142,31.96438500837659,77.70299916885578,0.0024191937584141,2446387.6744885244,148809.9077421522,1.0893e-05,0.0013496,0.00020839,2.3606e-05,0.0001535,0.0011983,0.0015822,0.0019083,8.9117e-08,0.16932,5.4818,2.45574228991449e-05,22,31.36093099649108,159.4479501317807,322.9783832570079,7.619302661081683,0.4176193306868533,0.002391843595854,55.39981552237874,32.26378164374779,150511.5136391072,26375,Resonant,Resonant,1.0,0,0,0,301,40.397676533662235,-0.966277263053721,-0.23599177465556317,-0.10303462136742192,-5.913944465677657,193.7245550441264
2459600.5,0.0398512955708338,43.20663013129901,41.48478994331692,1.463109247526608,350.0694620258588,276.3032863949378,239.8848147712807,44.92847031928111,0.0034703915815067,2494211.921336081,103734.6914735465,1.9934e-05,0.0016435,0.0024273,5.4365e-05,0.0014907,0.032317,0.031879,0.001709,1.9802e-07,7.2629,5.919,3.803814356744855e-05,12,247.7486571465829,268.3912797080682,350.2258194539,1.45590964136786,0.0379967021262967,0.0034434171313934,43.45139723797929,41.80038744015639,104547.3104951193,33001,Classical,Classical,1.0,0,0,301,0,44.129143530431634,-0.7924246909765276,0.609854529217901,0.011855898243802185,0.6793088465452111,142.41791567317375
2459600.5,0.043377981517098,38.11744457459039,36.46398676835479,4.595181882707238,192.0563961252647,256.4384137140822,304.0162136487508,39.77090238082598,0.0041881131616657,2472967.805082316,85957.56277435899,3.8508e-06,0.00053462,0.0004267,3.4436e-05,6.2444e-05,0.01358,0.013197,0.00055781,8.8111e-08,2.8709,1.8084,1.4025599196552253e-05,21,296.1075088455834,264.5704045829909,192.0997997997476,4.604024849743123,0.0427575196234793,0.0042282143651005,37.8929868038519,36.27277667699396,85142.32461140557,35671,Classical,Classical,1.0,0,0,301,0,37.23742096424938,0.8808580725042582,0.47285191998947723,-0.022363315191359624,-1.281430402564529,28.227272364673922
2459600.5,0.1533553167486019,38.85609241633183,32.89730405621231,12.789664849388,10.08274205408015,78.66954978587185,109.8816956317118,44.81488077645135,0.0040692595256945,2432597.627625337,88468.18388624516,1.0149e-05,0.0019934,0.0019742,7.8732e-05,0.0001074,0.014423,0.016073,0.0022992,3.1315e-07,1.8889,6.8081,5.130212216507244e-05,16,108.2762525419384,80.06785810056819,10.00073870456623,12.75168612734908,0.1539842762139594,0.0040527784114447,38.97878199269045,32.9766624598443,88827.95047056738,38083,Classical,Classical,1.0,0,0,301,0,41.62808824349264,-0.831255620627347,-0.5486215512227162,-0.08960182313672378,-5.1407006890208935,213.42446748876736
2459600.5,0.4147495992962607,55.64412368094172,32.56574568107958,13.15822186260717,166.5657906350186,66.89169304501536,2.407041789560041,78.72250168080387,0.0023745160695181,2458586.802168909,151609.8394200575,1.6653e-05,0.0018148,0.00013665,1.5212e-05,0.00011212,0.00062917,0.00015617,0.0025675,1.1617e-07,0.097853,7.4172,3.2614405258781614e-05,18,2.568729356644889,66.57937814582655,166.4362926089061,13.15016042282577,0.4144791021266065,0.0023784588230642,55.60746264577115,32.5593314568131,151358.5169139877,38084,Resonant,Resonant,1.0,0,0,0,301,32.62676886426081,-0.49674967733722397,-0.8400664880230828,0.21800929743001235,12.592136310616747,239.40324714578952
2459600.5,0.306469711052195,48.91102308670882,33.92127597405793,24.84423291772473,205.7061893727641,59.30135960884633,351.1435489386446,63.90077019935971,0.0028813363163936,2462674.230411464,124942.0270558971,1.0185e-05,0.00092093,0.00015056,2.2303e-05,3.337e-05,0.0011326,0.00078107,0.0012032,8.1378e-08,0.19133,3.5287,1.8828679955587667e-05,19,351.3267859478403,58.88954797906401,205.6294762080347,24.81570456636641,0.3038257923510435,0.0028968943406631,48.75753411585634,33.94373768002328,124271.0149786117,40314,Detached,Detached,1.0,301,0,0,0,34.29020345920102,-0.40801598453590565,-0.8687871021112786,0.2805921017567714,16.29554636020618,244.84343660810532
2459600.5,0.2853078577851519,51.89699591904684,37.09037518789882,0.752889202468666,301.5112586476496,344.7150336092481,81.08094958652948,66.70361665019486,0.0026362752052667,2428844.625414317,136556.3046228211,9.1134e-06,0.0011359,0.00083796,4.9572e-06,0.0051222,0.0059971,0.003825,0.00146,8.6551e-08,0.50842,4.4832,2.188758674532664e-05,22,82.66159969430194,343.0313125263434,301.9685798475513,0.7523213272616256,0.2837507243000715,0.0026645546288896,51.55218585608028,36.9242157801656,135107.0066632567,42301,Resonant,Resonant,1.0,0,0,0,301,53.77262898550079,0.769544109484671,0.6384610938631595,0.01301134814314902,0.7455163707750039,39.68118649728602
2459600.5,0.012893013347111,43.81442826769796,43.2495282592465,1.17818140360586,173.3187394458969,100.2145838948733,57.73343118910848,44.37932827614943,0.0033984301687585,2442612.235324196,105931.2630017972,0.0022731,0.060032,0.14704,0.0027143,0.1417,23.12,22.53,0.060806,6.9845e-06,6599.1,217.71,0.0013701422653107,4,97.68451587318948,60.21564434657805,173.3169145665879,1.179096854604305,0.011542413955423,0.0034452165166377,43.43626657587265,42.93490720637582,104492.7069928628,45802,Classical,Classical,1.0,0,0,301,0,43.50897733333427,0.8872227578786495,-0.46128345125972253,0.007304484658249236,0.4185198642145037,332.5292479649821
2459600.5,0.2293442339604303,39.63779272801179,30.54709351892361,8.418880714503302,97.05616268166736,294.6452358813588,9.90456776442668,48.72849193709997,0.0039494796495487,2457092.6841246714,91151.24825143324,7.4198e-06,0.00045666,5.8179e-05,9.1174e-06,0.00012314,0.00046093,0.00025748,0.00056139,6.8252e-08,0.068673,1.5752,1.1520823148088193e-05,23,9.77389663707527,295.0002211608032,97.1048141400678,8.415256852888902,0.2245298650075519,0.0039870669520929,39.40589095124366,30.55809157545862,90291.93748828824,47171,Resonant,Resonant,1.0,0,0,0,301,30.770322996038658,0.662722203344271,0.7406169332960343,-0.11084150535648721,-6.363826926479373,48.17703973185507
2459600.5,0.2421097116835929,52.81376478039974,40.02703941649207,0.2480653156671784,260.1949438299669,85.04561682382582,47.18028617003986,65.60049014430741,0.0025679311979385,2441227.6221721536,140190.6718875467,1.0157e-05,0.001185,0.00039446,3.5663e-05,0.0048354,0.005568,0.0030811,0.0014719,8.6428e-08,0.58569,4.7183,2.243733248192482e-05,20,47.97452655770584,84.27031997326968,260.5439025757773,0.2452366601305741,0.2374181424042165,0.0025905288353349,52.52965514159237,40.05816199674141,138967.7640679331,48639,Classical,Classical,1.0,0,0,301,0,46.24157314621206,0.5421007156930306,0.8403118059935155,0.0016978671975194542,0.09728067133096599,57.17318823772031
2459600.5,0.1083502878730151,43.51191130810044,38.79738319196265,22.47366497859127,132.2250116615564,266.3739388743719,316.8660996069373,48.22643942423822,0.003433933124313,2472161.577584087,104836.0544505403,3.3116e-05,0.0041263,0.0025371,0.00016951,0.0001965,0.034014,0.031553,0.0045734,4.8847e-07,7.4125,14.913,9.483150420082382e-05,5,313.3782896026859,269.8239932673076,132.308588171489,22.52513220211268,0.1034608621475343,0.0034826237404615,43.12467145189288,38.66295576365088,103370.3399587707,49673,Classical,Classical,1.0,0,0,301,0,40.331638935778564,0.9393396070003692,-0.2687836854147873,-0.21306438739319308,-12.30199389671756,344.0319966681568
2459600.5,0.0413649639005978,43.54596239720973,41.74468523463236,7.991017167951827,189.0617700349773,152.9024722797061,297.8368099217614,45.34723955978711,0.0034299061274921,2477724.375047184,104959.1407515337,3.6618e-06,0.000755,0.00076555,1.6878e-05,0.00041065,0.018977,0.018223,0.00078624,8.9202e-08,4.8426,2.7297,1.7338002387297742e-05,30,292.9873995868383,157.5613212707378,188.9130525973161,7.990830189632275,0.0369327673559024,0.0034573317784967,43.33473364009608,41.7342620041364,104126.5412359507,50000,Classical,Classical,1.0,0,0,301,0,42.760862535674505,0.09429815021884787,-0.9858252357147398,0.1387676601131601,7.976542329849251,275.46394782335005
2459600.5,0.064521503922978,44.59127697921983,41.7141807266745,0.548897082495168,64.09510129736762,248.3367283939876,321.8195245396263,47.46837323176517,0.0033100092656807,2471135.354556524,108761.024850472,0.00056217,0.027169,0.025477,0.0015658,0.0078293,0.38406,0.34677,0.028921,3.0251e-06,95.226,99.399,0.0006092895705288,6,321.1903310673129,248.7456370751638,63.9637217403947,0.5459677671812919,0.0595279311140241,0.003334074366028,44.39628682810061,41.75346772407899,107975.9958770445,52747,Classical,Classical,1.0,0,0,301,0,42.40322498998023,-0.01106873251912609,-0.999930384530308,-0.004087695376379355,-0.23420834524586723,269.36579009269565
2459600.5,0.0645224635447207,44.05013787138762,41.20791445644109,0.3716934960346615,51.36160471660234,243.7808500592516,304.5469618758268,46.89236128633415,0.0033711895018704,2476049.601450217,106787.2333490195,1.1861e-05,0.0014091,0.0010632,9.5291e-05,0.0017882,0.020577,0.019779,0.0015,1.6176e-07,5.0849,5.1239,3.1988549141755776e-05,17,306.0690487378544,241.8853169916756,51.36843662253199,0.3682623170686481,0.0620750705615374,0.0033716675561516,44.06566605489446,41.33028672519573,106772.0924452288,53311,Classical,Classical,1.0,0,0,301,0,42.57230120587865,-0.5974925455109238,-0.801874435721272,-0.00021770523197738086,-0.01247359106875261,233.30947425252054
2459600.5,0.127125735481956,46.90987425192969,40.94642198628706,24.43421190781152,297.5735546293141,298.2185125042127,295.4030842761608,52.87332651757232,0.0030676631592024,2480657.869199764,117353.1712307022,7.2008e-06,0.00078109,0.00065805,4.2214e-05,6.5691e-05,0.0055311,0.005331,0.00088039,7.6619e-08,1.2123,2.931,1.665086535523742e-05,20,297.7862213648985,295.9280784112955,297.4805882017328,24.38249190845326,0.1289165951896198,0.0030418547635959,47.19592698818404,41.11158877404946,118348.8456807265,55565,Classical,Classical,1.0,0,0,301,0,45.0268853625232,-0.8713513869962651,0.41367308558507493,-0.26385855802343855,-15.299139164359197,154.60402295355
2459600.5,0.1258765121887276,43.49523073551901,38.02020279368793,25.82901141041624,324.3899181115897,342.7350865622278,77.47386662351083,48.9702586773501,0.0034359087016752,2437052.2097658226,104775.775859374,4.7275e-06,0.00040507,0.00019823,1.1728e-05,7.2442e-05,0.0026914,0.0031079,0.00045606,4.7998e-08,0.5901,1.4637,9.312975081408462e-06,26,80.0146314444372,340.3054312548171,324.5789598469775,25.85346877555072,0.1233146790224623,0.0034670943115579,43.2533483802827,37.91957560812139,103833.3450578189,55636,Classical,Classical,1.0,0,0,301,0,42.98078337238543,0.7206848766834217,0.5514364539672816,0.42015609689232314,24.84444292949128,37.42163143686922
2459600.5,0.1407308023033416,42.79918067604869,36.77601764158268,19.39808973269973,204.5667139130315,275.8188716922989,304.2806477684342,48.82234371051469,0.0035200666863253,2475429.561548187,102270.7897547839,5.4479e-06,0.00060821,0.00040877,3.2572e-05,3.1867e-05,0.0040281,0.0038772,0.00069381,7.5035e-08,0.76478,2.18,1.4210786056948208e-05,23,302.9199659835589,277.4585252079032,204.6283879458219,19.43342878440496,0.1420788586523848,0.0035385490376094,42.6690877479181,36.60671246095544,101736.6146897335,55637,Classical,Classical,1.0,0,0,301,0,40.051799420476215,0.6521764456779963,0.7444806631400465,-0.14287906044404164,-8.214479502658437,48.78114445639954
2459600.5,0.1175261294920721,44.96118322757295,39.67706938545243,2.901165822760202,132.6600159269587,333.909651813756,68.94369095579208,50.24529706969346,0.0032692450592502,2438511.933769482,110117.1657295577,2.0808e-05,0.0024324,0.0012596,4.3157e-05,0.00087472,0.016561,0.017873,0.0027183,2.653e-07,3.7597,8.9361,5.409999971949812e-05,19,66.55486650447,336.2324494391581,132.5654838109692,2.8978871177553,0.1200975153189083,0.0032436242930905,45.21783942377917,39.78728926089392,110986.9601010381,58534,Classical,Classical,1.0,0,0,301,0,43.64281072618277,-0.9878249191106249,-0.14980469020002243,0.04195812171871284,2.4047292242557115,188.62325992747498
2459600.5,0.2058415383719534,41.1890827924349,32.71065862631034,10.04461391177179,120.1663085217689,326.6401254552363,55.27373065183053,49.66750695855945,0.0037284720537905,2444775.73268127,96554.29752625022,1.1334e-05,0.0010164,0.00036223,3.4694e-05,0.00013249,0.0036678,0.0042466,0.0012256,1.3801e-07,0.59277,3.574,2.46764416950474e-05,19,53.87491832591222,328.1352101894054,120.0867622263572,10.02843407828847,0.2076974661425785,0.0036964091141821,41.44544578638136,32.83733171340033,97391.81699849595,59358,Scattering,Scattering,0.867109634551495,0,261,37,3,37.756815198653555,-0.9529923603411173,0.2776971020401234,0.12120181784933423,6.961467967134887,163.75414728728538
2459600.5,0.0852808934651976,44.09527918053656,40.33479437442308,1.168772426980633,320.3740100265153,294.86523101161,302.8750775611855,47.85576398665005,0.0033660140854924,2476571.588351954,106951.4241047307,1.2021e-05,0.002084,0.0016299,6.2587e-05,0.0027197,0.023372,0.022074,0.0022617,2.3862e-07,5.3576,7.582,4.7261295057632095e-05,16,306.0216584291924,291.7570553230315,320.1344491539317,1.16413273934203,0.086058645402636,0.003343186700354,44.31557784275269,40.50183924337032,107681.6918306953,60454,Classical,Classical,1.0,0,0,301,0,42.30406887790716,-0.9863822396779371,-0.16374631795988548,-0.015401967488484726,-0.8825026269341147,189.42554150303184
2459600.5,0.3995442379527895,58.98028823069608,35.41505391532673,19.74598186801305,312.4156515563294,251.9244385799595,344.3595721773399,82.54552254606543,0.0021759240784024,2466788.4474003264,165446.9489874445,2.9368e-05,0.0038888,0.00072055,9.7759e-05,0.00012586,0.0037091,0.0027826,0.0054426,2.152e-07,0.58717,16.363,6.593389277429959e-05,13,344.759539594583,251.5252258684452,312.3371655206657,19.70213637094611,0.4039939720974599,0.0021491257529669,59.49616204047142,35.46007121318726,167509.9744642706,60458,Detached,Detached,1.0,301,0,0,0,37.71846593455992,-0.9471186447677359,0.26005348080502594,-0.1879852649930769,-10.835229858741693,164.64648105995238
