Number or provisional designation in packed form,H absolute magnitude,G slope parameter,Epoch in packed form .0 TT,Mean anomaly at epoch in degrees,Argument of perihelion J2000.0 degrees,Longitude of ascending node J2000.0 degrees,Inclination to ecliptic J2000.0 degrees,Orbital eccentricity,Mean daily motion degrees per day,Semimajor axis AU,Uncertainty parameter U,Reference,Number of observations,Number of oppositions,Year of first observation,Year of last observation,Arc length days,RMS residual arcsec,Coarse indicator of perturbers blank if unperturbed one opposition object,Precise indicator of perturbers blank if unperturbed one opposition object,Computer name,Readable designation,Date of last observation included in orbit solution YYYYMMDD
K16PM0L,8.78,0.15,K221L,359.18511,296.56679,74.61299,28.98169,0.6008639,0.00141804,78.4652118,4,MPO655603,14,4,2015,2018,-999,0.11,M-v,3Ek,Pike,2016 PL220,20181129
K16PM0M,7.85,0.15,K221L,31.16735,331.43077,351.71846,23.0812,0.1710424,0.00382718,40.4777759,4,E2021-VR4,14,3,2016,2021,-999,0.2,M-v,3Ek,MPCLINUX,2016 PM220,20211105
K16PM0N,7.08,0.15,K221L,302.21046,125.65926,305.86012,7.04253,0.1863584,0.0031714,45.8812486,6,MPO655603,9,3,2016,2018,-999,0.06,M-v,3Ek,Pike,2016 PN220,20181126
K16PM0O,7.12,0.15,K221L,314.3658,58.95815,351.95263,28.47368,0.0333585,0.00357991,42.3209117,6,MPO655603,16,3,2016,2018,-999,0.09,M-v,3Ek,Pike,2016 PO220,20180917
K16PM0P,6.77,0.15,K221L,342.39183,36.35827,350.99538,6.37003,0.1268369,0.00326521,44.9981884,6,MPO655604,16,3,2016,2018,-999,0.1,M-v,3Ek,Pike,2016 PP220,20181126
K16PM0T,7.2,0.15,K221L,348.99359,82.61505,283.64511,6.23477,0.0896113,0.0035232,42.7738324,6,MPO655604,15,3,2016,2018,-999,0.11,M-v,3Ek,Alexanders,2016 PT220,20181126
K16Q85P,7.45,0.15,K221L,2.98313,278.24317,121.19277,15.62084,0.3396424,0.002106,60.2787071,3,MPO650288,69,3,2014,2018,-999,0.95,M-v,3Ek,MPCLINUX,2016 QP85,20180116
K16Q89V,5.98,0.15,K221L,355.57742,280.80573,173.08886,21.35434,0.7691258,0.00043138,173.4730731,5,MPO650288,270,8,2012,2021,-999,0.32,M-v,3Ek,MPCLINUX,2016 QV89,20210105
K16QD3Z,6.41,0.15,K221L,87.0089,138.13835,136.22166,12.01924,0.1053654,0.00294796,48.1712836,5,MPO645524,13,5,2013,2018,-999,0.07,M-v,3Ek,Pike,2016 QZ133,20181115
K16QD4L,7.54,0.15,K221L,328.95619,294.17047,125.42808,8.89452,0.0476707,0.00337587,44.0093885,5,MPO645526,9,6,2013,2018,-999,0.09,M-v,3Ek,Pike,2016 QL134,20181129
K16QD4M,7.06,0.15,K221L,173.49129,102.14557,108.54925,4.54542,0.0240614,0.0033366,44.3540222,6,MPO645526,11,4,2013,2017,-999,0.11,M-v,3Ek,Pike,2016 QM134,20170914
K16QD4N,8.01,0.15,K221L,340.63534,279.9966,130.37678,5.73696,0.1596718,0.00337322,44.0324655,5,MPO645526,17,5,2013,2018,-999,0.1,M-v,3Ek,Pike,2016 QN134,20181018
K16QD4O,8.78,0.15,K221L,21.92042,173.51286,174.443,16.90648,0.299633,0.00337022,44.0585977,5,MPO645526,11,4,2013,2017,-999,0.14,M-v,3Ek,Pike,2016 QO134,20170918
K16QD4P,6.44,0.15,K221L,343.60194,269.40495,171.48641,24.34814,0.6339722,0.00107402,94.4336785,4,MPO645526,18,4,2014,2018,-999,0.32,M-v,3Ek,Veres,2016 QP134,20181126
K16QD4V,8.77,0.15,K221L,346.36626,293.55496,120.42757,7.95264,0.1877413,0.00354799,42.574331,5,MPO655632,7,4,2015,2018,-999,0.12,M-v,3Ek,Pike,2016 QV134,20180911
K16QD4W,7.65,0.15,K221L,349.66933,343.70883,52.8728,22.83873,0.0688487,0.0035966,42.1898447,6,MPO655633,7,3,2016,2018,-999,0.12,M-v,3Ek,Pike,2016 QW134,20181107
K16QD4X,6.78,0.15,K221L,298.58619,150.05883,261.14632,10.88163,0.1004304,0.00335314,44.2080422,5,MPO655633,14,3,2016,2018,-999,0.09,M-v,3Ek,Pike,2016 QX134,20181126
K16QD4Y,7.29,0.15,K221L,315.2048,122.84622,279.99853,10.411,0.1618038,0.00329884,44.6918461,7,MPO655633,11,3,2016,2018,-999,0.08,M-v,3Ek,Pike,2016 QY134,20180917
K16QD4Z,7.54,0.15,K221L,298.81026,73.74672,6.99093,20.71468,0.1253696,0.00347954,43.1308649,4,E2021-VR4,12,4,2016,2021,-999,0.57,M-v,3Ek,MPCLINUX,2016 QZ134,20211105
K16QD5A,6.95,0.15,K221L,45.58038,129.14247,173.15336,27.81953,0.2120169,0.00306561,46.9308019,6,MPO655633,16,3,2016,2018,-999,0.07,M-v,3Ek,Pike,2016 QA135,20181107
K16QD5B,8.1,0.15,K221L,221.64232,323.51673,192.13583,14.95275,0.1023903,0.00511332,33.3682981,6,MPO655633,10,3,2016,2018,-999,0.08,M-v,3Ek,Pike,2016 QB135,20181108
K16QD5C,7.0,0.15,K221L,145.29505,73.24557,149.39714,8.69932,0.1176965,0.0033134,44.5608701,7,MPO655633,10,3,2016,2018,-999,0.1,M-v,3Ek,Pike,2016 QC135,20181127
K16QD5D,7.2,0.15,K221L,26.65521,202.75596,138.89812,27.40234,0.1457231,0.00298951,47.7239513,6,MPO655633,18,3,2016,2018,-999,0.09,M-v,3Ek,Pike,2016 QD135,20181115
K16QD5E,7.63,0.15,K221L,5.32698,334.80422,38.81094,27.08385,0.1187434,0.00352208,42.7829015,5,MPO655634,20,4,2013,2018,-999,0.08,M-v,3Ek,Pike,2016 QE135,20181107
K16QD5F,7.11,0.15,K221L,1.6222,332.98193,48.75137,27.62717,0.2540716,0.00286781,49.0646858,4,MPO655634,15,4,2013,2018,-999,0.25,M-v,3Ek,Pike,2016 QF135,20181019
K16QD5G,6.37,0.15,K221L,272.8148,86.03303,37.24083,23.52162,0.1614248,0.0029993,47.6200193,4,MPO655634,25,6,2013,2018,-999,0.65,M-v,3Ek,MPCLINUX,2016 QG135,20181127
K16R81U,7.61,0.15,K221L,317.39465,330.00198,86.27135,3.5524,0.0626697,0.00342274,43.6067602,5,MPO645539,8,4,2013,2018,-999,0.08,M-v,3Ek,Pike,2016 RU81,20180914
K16R81V,7.3,0.15,K221L,303.52321,264.03154,188.36427,21.39199,0.1557057,0.00319811,45.6254151,5,MPO645539,16,6,2013,2018,-999,0.12,M-v,3Ek,Pike,2016 RV81,20181018
K16R81X,7.42,0.15,K221L,13.27472,268.88868,88.3723,4.79391,0.0317354,0.00333596,44.3596973,5,MPO645540,11,5,2013,2018,-999,0.1,M-v,3Ek,Pike,2016 RX81,20181018
K16R82A,7.5,0.15,K221L,100.50881,164.24994,124.77658,12.36824,0.0855963,0.00344841,43.3900307,3,MPO645540,18,4,2013,2016,-999,0.11,M-v,38h,Veres,2016 RA82,20161223
K16R82D,7.84,0.15,K221L,358.34678,288.98315,78.52148,25.07623,0.1530111,0.0031602,45.989648,5,MPO645541,10,4,2014,2018,-999,0.12,M-v,3Ek,Pike,2016 RD82,20181129
K16R82F,7.92,0.15,K221L,352.96153,273.50521,109.71649,39.41097,0.4519949,0.00184235,65.9004395,4,MPO655644,18,5,2014,2018,-999,0.12,M-v,3Ek,Pike,2016 RF82,20181128
K16R82G,7.34,0.15,K221L,333.71579,312.12958,83.99561,3.55756,0.0297653,0.0034915,43.0323255,5,MPO655644,9,4,2014,2018,-999,0.08,M-v,3Ek,Pike,2016 RG82,20180914
K16R82H,7.39,0.15,K221L,60.65611,210.72584,91.59949,2.42222,0.056525,0.00332875,44.4237543,5,MPO655644,11,4,2014,2018,-999,0.11,M-v,3Ek,Pike,2016 RH82,20180914
K16R82J,7.81,0.15,K221L,290.14038,347.30546,79.66644,55.86272,0.0984814,0.0040739,38.8266064,5,MPO655644,13,4,2014,2018,-999,0.14,M-v,3Ek,Pike,2016 RJ82,20181128
K16R82K,7.86,0.15,K221L,330.50252,324.64771,107.71885,20.84581,0.1433972,0.00349675,42.9891978,5,MPO655645,14,5,2014,2018,-999,0.09,M-v,3Ek,Pike,2016 RK82,20181128
K16R82L,7.98,0.15,K221L,351.02434,353.71067,62.60116,22.99787,0.3122186,0.0025269,53.3839721,5,MPO655645,11,4,2015,2018,-999,0.11,M-v,3Ek,Pike,2016 RL82,20181129
K16R82M,7.04,0.15,K221L,40.17842,191.59432,130.35939,29.89694,0.1176544,0.0031978,45.6284066,5,MPO655645,16,4,2015,2018,-999,0.08,M-v,3Ek,Pike,2016 RM82,20181129
K16R82N,7.92,0.15,K221L,359.43442,264.95997,114.86445,24.44377,0.702557,0.00085207,110.1924531,5,MPO655645,9,2,2016,2018,-999,0.08,M-v,3Ek,Pike,2016 RN82,20181129
K16R82O,6.54,0.15,K221L,7.83059,293.1496,47.8849,34.67762,0.1479343,0.00312291,46.355019,4,MPO655645,18,4,2016,2021,-999,0.55,M-v,3Ek,MPCLINUX,2016 RO82,20210930
K16R82P,7.5,0.15,K221L,1.35924,349.70258,15.78162,19.71688,0.2015867,0.0032779,44.8819978,5,MPO655645,18,3,2016,2018,-999,0.07,M-v,3Ek,Pike,2016 RP82,20181126
K16R82Q,7.08,0.15,K221L,73.59006,157.17275,127.2398,4.32962,0.0678594,0.0032252,45.3695829,4,E2021-VR4,16,4,2016,2021,-999,0.38,M-v,3Ek,MPCLINUX,2016 RQ82,20211105
K16R82R,7.16,0.15,K221L,202.91621,124.36611,39.30333,2.30315,0.0354377,0.00335438,44.197137,5,E2021-VR4,12,4,2016,2021,-999,0.3,M-v,3Ek,MPCLINUX,2016 RR82,20211105
K16R82S,6.83,0.15,K221L,111.65002,189.37456,59.83531,2.86813,0.0407525,0.00344834,43.3905989,4,E2021-VR4,11,4,2016,2021,-999,0.33,M-v,3Ek,MPCLINUX,2016 RS82,20211105
K16R82T,7.17,0.15,K221L,340.94307,36.80111,4.09212,20.46855,0.2402276,0.00304959,47.0949886,4,E2021-VR4,20,4,2016,2021,-999,0.3,M-v,3Ek,MPCLINUX,2016 RT82,20211105
K16R82W,6.68,0.15,K221L,331.48784,320.01335,38.34045,28.1866,0.2808139,0.00254032,53.1958041,6,MPO655646,20,5,2014,2018,-999,0.1,M-v,3Ek,Alexanders,2016 RW82,20181027
K16R82X,7.51,0.15,K221L,343.42252,355.39065,43.37163,13.33758,0.203814,0.00301905,47.4120668,6,MPO655646,13,3,2016,2018,-999,0.1,M-v,3Ek,Alexanders,2016 RX82,20181127
K16S46S,8.74,0.15,K221L,352.96388,282.00993,142.07686,15.03828,0.2514181,0.00377883,40.8223361,4,MPO660501,28,4,2014,2017,-999,0.94,M-v,3Ek,MPCLINUX,2016 SS46,20171220
K16S50W,8.7,0.15,K221L,0.54334,333.65512,61.10345,32.47783,0.5157863,0.0015469,74.044697,4,MPO444959,26,2,2016,2017,-999,0.24,M-v,38h,MPCW,2016 SW50,20171119
K16S55Q,6.96,0.15,K221L,106.60268,129.94931,147.21271,17.51649,0.1043242,0.00344876,43.3870805,4,MPO650297,52,6,2013,2018,-999,0.22,M-v,3Ek,MPCLINUX,2016 SQ55,20181129
K16S55S,6.65,0.15,K221L,20.95702,158.37249,182.68838,28.43636,0.482142,0.00154792,74.0121675,3,MPO650297,62,6,2013,2018,-999,0.26,M-v,3Ek,MPCLINUX,2016 SS55,20181201
K16S55U,7.93,0.15,K221L,142.13366,190.40448,61.41497,27.77714,0.0302056,0.00417724,38.1835406,3,MPO650297,32,7,2013,2020,-999,0.26,M-v,3Ek,MPCLINUX,2016 SU55,20201020
K16S55Y,7.88,0.15,K221L,320.65141,333.32771,116.7455,17.27543,0.1835524,0.00395946,39.571142,4,MPO655653,33,5,2014,2018,-999,0.11,M-v,3Ek,Pike,2016 SY55,20181106
K16S56A,7.22,0.15,K221L,346.4284,281.76339,144.84414,16.62357,0.2742699,0.00279429,49.9215819,4,MPO650297,61,6,2013,2018,-999,0.3,M-v,3Ek,MPCLINUX,2016 SA56,20180922
K16S56B,7.43,0.15,K221L,229.04561,29.17816,148.86072,17.33976,0.0603903,0.00385001,40.3176467,6,MPO645542,17,3,2014,2017,-999,0.09,M-v,3Ek,Pike,2016 SB56,20171209
K16S56E,7.11,0.15,K221L,1.74899,218.66977,175.01857,26.74106,0.5588121,0.00166952,70.3734641,1,E2021-WA8,192,13,2000,2021,-999,0.75,M-v,3Ek,MPCLINUX,2016 SE56,20211128
K16S56J,8.5,0.15,K221L,5.31933,249.34925,141.02197,15.63215,0.2343724,0.00295722,48.0706956,6,MPO505330,16,2,2015,2016,-999,0.04,M-v,38h,Veres,2016 SJ56,20160929
K16S56K,7.16,0.15,K221L,354.89964,250.83823,155.43992,15.5537,0.0986703,0.00348659,43.0727248,4,E2021-W71,38,7,2013,2021,-999,0.44,M-v,3Ek,MPCLINUX,2016 SK56,20211126
K16S56N,7.26,0.15,K221L,294.67398,65.6104,61.41182,26.66612,0.1964176,0.00317187,45.8767389,5,MPO645542,30,4,2014,2018,-999,0.09,M-v,3Ek,Pike,2016 SN56,20181116
K16S56O,7.38,0.15,K221L,28.93752,174.56245,164.15617,16.28124,0.4014756,0.00196052,63.2250042,4,MPO655653,24,6,2013,2018,-999,0.12,M-v,3Ek,Pike,2016 SO56,20181201
K16S56P,6.45,0.15,K221L,321.83401,29.54881,75.25475,20.04338,0.257014,0.0027997,49.8572785,4,MPO650297,52,6,2013,2021,-999,0.35,M-v,3Ek,MPCLINUX,2016 SP56,20210106
K16S56U,7.96,0.15,K221L,349.07298,346.06412,77.30903,19.16529,0.3620534,0.0021239,59.9396114,5,MPO655654,16,3,2015,2017,-999,0.13,M-v,3Ek,Pike,2016 SU56,20171211
K16S56Y,7.45,0.15,K221L,331.27664,334.0111,104.2605,14.02333,0.1163643,0.00349376,43.0137926,4,MPO650297,61,6,2013,2018,-999,0.28,M-v,3Ek,MPCLINUX,2016 SY56,20181201
K16S57F,7.91,0.15,K221L,74.35809,205.42259,93.43096,16.91473,0.2133722,0.00396799,39.5144389,4,MPO655654,26,6,2013,2018,-999,0.11,M-v,3Ek,Pike,2016 SF57,20181201
K16S57H,8.4,0.15,K221L,343.98435,332.71198,93.6471,17.40745,0.2024468,0.0030866,46.7178026,6,MPO546084,21,2,2015,2016,-999,0.04,M-v,38h,Veres,2016 SH57,20160929
K16S57J,7.42,0.15,K221L,354.24317,268.5126,144.88666,15.30545,0.0711146,0.00446818,36.5075377,4,MPO650298,60,6,2013,2018,-999,0.24,M-v,3Ek,MPCLINUX,2016 SJ57,20181201
K16S57U,7.23,0.15,K221L,55.86398,142.14193,186.73336,23.32577,0.1915406,0.00317483,45.8482109,3,MPO650298,59,6,2013,2018,-999,0.28,M-v,3Ek,MPCLINUX,2016 SU57,20181201
K16S57W,7.03,0.15,K221L,294.63619,28.38909,100.6095,13.54806,0.1742909,0.00311169,46.4663127,4,MPO650298,30,5,2013,2018,-999,0.24,M-v,3Ek,MPCLINUX,2016 SW57,20181201
K16S57Z,7.9,0.15,K221L,91.44257,179.71817,111.04003,16.73507,0.1275465,0.00391954,39.8393975,6,MPO505330,12,2,2014,2016,-999,0.05,M-v,38h,Veres,2016 SZ57,20160929
K16S58E,7.7,0.15,K221L,80.29396,152.4151,150.6594,16.02379,0.1434035,0.00341228,43.6957645,5,MPO645542,18,4,2014,2018,-999,0.1,M-v,3Ek,Pike,2016 SE58,20180105
K16S58J,8.83,0.15,K221L,349.45318,344.48226,81.22659,20.65246,0.2778964,0.00339075,43.8805745,4,MPO645542,19,5,2014,2018,-999,0.1,M-v,3Ek,Pike,2016 SJ58,20181201
K16S58Q,7.94,0.15,K221L,26.94606,199.83639,169.94991,22.66654,0.1168696,0.00446207,36.5408316,3,MPO650298,58,6,2013,2018,-999,0.25,M-v,3Ek,MPCLINUX,2016 SQ58,20181116
K16S58R,7.77,0.15,K221L,7.91898,313.0183,60.09166,28.9021,0.5620446,0.00135419,80.9126883,4,MPO655654,22,5,2013,2017,-999,0.09,M-v,3Ek,Pike,2016 SR58,20171115
K16S58V,8.03,0.15,K221L,342.50611,304.84746,132.4418,13.59626,0.2695631,0.00324947,45.1434236,4,MPO650298,54,6,2013,2018,-999,0.45,M-v,3Ek,MPCLINUX,2016 SV58,20181116
K16S59C,7.69,0.15,K221L,18.67553,236.316,137.58719,13.8426,0.1434772,0.00330593,44.6279138,4,MPO655654,24,6,2013,2018,-999,0.12,M-v,3Ek,Pike,2016 SC59,20181107
K16SA5J,8.08,0.15,K221L,229.81436,12.65129,170.92288,21.34648,0.0568224,0.00422041,37.9227535,5,MPO645555,10,5,2013,2018,-999,0.11,M-v,3Ek,Pike,2016 SJ105,20181201
K16SA5R,8.39,0.15,K221L,335.66234,6.98397,122.205,18.74426,0.5808205,0.00308598,46.7240247,6,MPO645556,10,3,2013,2018,-999,0.13,M-v,3Ek,Pike,2016 SR105,20180105
K16SA5W,7.73,0.15,K221L,248.70643,69.60492,18.27887,30.34467,0.188763,0.0044456,36.631043,6,MPO655654,19,4,2014,2017,-999,0.13,M-v,3Ek,Pike,2016 SW105,20171021
K16SA5X,7.83,0.15,K221L,0.44851,312.61115,73.89619,36.06653,0.3126266,0.00269495,51.1410265,5,MPO655654,11,6,2014,2018,-999,0.08,M-v,3Ek,Pike,2016 SX105,20181020
K16SA5Y,8.44,0.15,K221L,353.62748,261.9888,65.21504,26.3868,0.2651462,0.003149,46.0985787,6,MPO655655,9,4,2015,2018,-999,0.15,M-v,3Ek,Pike,2016 SY105,20181108
K16SA5Z,7.13,0.15,K221L,313.43792,281.11256,135.53709,2.92752,0.0339435,0.00346968,43.2125039,4,E2021-VR4,12,3,2016,2021,-999,0.25,M-v,3Ek,MPCLINUX,2016 SZ105,20211105
K16SA6B,6.93,0.15,K221L,294.15087,345.67183,91.1349,4.55036,0.0331814,0.00333694,44.3509974,5,MPO655655,14,4,2014,2018,-999,0.07,M-v,3Ek,Alexanders,2016 SB106,20181018
K16T94S,7.54,0.15,K221L,46.12719,185.71107,156.9426,36.64251,0.185596,0.00396565,39.5299445,3,MPO650304,49,6,2014,2021,-999,0.37,M-v,3Ek,MPCLINUX,2016 TS94,20210111
K16T94T,6.73,0.15,K221L,56.63646,210.061,105.7706,31.70329,0.1709963,0.00359017,42.2402318,3,MPO650304,44,6,2015,2020,-999,0.47,M-v,3Ek,MPCLINUX,2016 TT94,20201114
K16T94W,7.55,0.15,K221L,70.26932,191.71823,133.95314,28.88518,0.0709274,0.00350395,42.9302795,5,MPO655670,11,3,2014,2018,-999,0.14,M-v,3Ek,Pike,2016 TW94,20180109
K16T94Y,7.11,0.15,K221L,3.71114,278.75937,108.62636,25.67538,0.2521046,0.00285006,49.2681829,4,MPO650304,52,5,2014,2018,-999,0.42,M-v,3Ek,MPCLINUX,2016 TY94,20181202
K16T94Z,7.28,0.15,K221L,72.89423,181.36692,121.35281,24.16117,0.1647187,0.00331691,44.5294246,5,MPO655670,13,5,2014,2018,-999,0.12,M-v,3Ek,Pike,2016 TZ94,20181115
K16T95A,7.46,0.15,K221L,5.00124,250.13999,132.98861,25.45024,0.4896812,0.00167236,70.2937513,4,MPO655670,24,4,2014,2018,-999,0.09,M-v,3Ek,Pike,2016 TA95,20181107
K16T97S,6.1,0.15,K221L,193.63934,64.73811,146.03517,32.18306,0.3180386,0.00246411,54.2870652,5,MPO444983,9,2,2016,2017,-999,0.14,M-v,38h,MPCW,2016 TS97,20171214
K16TC0N,6.42,0.15,K221L,222.44085,52.58093,125.69607,29.41051,0.1671805,0.00255193,53.0343042,9,E2020-L19,11,2,2016,2017,-999,0.23,M-v,3Ek,Holman,2016 TN120,20171214
K16TC0O,7.34,0.15,K221L,72.13034,198.25664,83.10686,32.59807,0.3337789,0.00209072,60.5721047,9,E2020-L19,9,2,2016,2017,-999,0.43,M-v,3Ek,Holman,2016 TO120,20171217
K16TC0P,7.0,0.15,K221L,351.48952,350.65365,126.55224,32.64387,0.7702982,0.00042731,174.5724359,4,E2020-L26,11,3,2016,2019,-999,0.12,M-v,38h,Pike,2016 TP120,20191228
K16TC0Q,6.6,0.15,K221L,44.56711,190.16115,106.28023,37.93358,0.460581,0.00140754,78.8549584,8,E2020-L26,6,2,2016,2017,-999,0.14,M-v,38h,Pike,2016 TQ120,20171217
K16TC0R,6.9,0.15,K221L,171.68858,74.80091,131.74355,32.80523,0.1538095,0.00244116,54.6266928,4,MPO552219,6,2,2016,2017,-999,0.19,M-v,38h,Rudenko,2016 TR120,20171217
K16TH6L,8.4,0.15,K221L,27.37974,234.49105,102.08335,21.2386,0.2312562,0.00301787,47.424477,5,MPO655671,9,4,2015,2018,-999,0.13,M-v,3Ek,Pike,2016 TL176,20181115
K16TH6M,7.44,0.15,K221L,24.07304,284.19883,33.45714,16.52776,0.3962822,0.00248974,53.9138637,7,MPO655671,18,3,2016,2018,-999,0.08,M-v,3Ek,Pike,2016 TM176,20181127
K16UA9S,17.1,0.15,K221L,8.93844,173.64055,256.10537,87.26558,0.9479864,0.00463487,35.6268502,2,MPO640867,97,1,-999,-999,107,0.51,M-v,38h,Veres,2016 US109,20170203
K16UL2K,18.89,0.15,K221L,12.71732,283.79792,25.79101,2.27684,0.9501799,0.00609398,29.6848794,9,MPO630349,11,1,-999,-999,1,0.05,M-v,3Ek,Pan,2016 UK212,20161029
K16UN2N,15.85,0.15,K221L,9.22476,224.17595,221.39604,11.17357,0.8619806,0.0058805,30.3990538,9,MPO630349,20,1,-999,-999,1,0.07,M-v,3Ek,Pan,2016 UN232,20161028
K16UR3L,8.17,0.15,K221L,354.7623,352.51411,53.11616,24.81007,0.1220707,0.00364548,41.8118809,5,MPO645606,9,4,2013,2017,-999,0.08,M-v,3Ek,Pike,2016 UL273,20170918
K16UR3O,7.43,0.15,K221L,47.55161,259.79785,68.93562,16.06667,0.207817,0.00294026,48.2554029,5,MPO655705,12,5,2014,2018,-999,0.12,M-v,3Ek,Pike,2016 UO273,20181021
K16UR3P,8.94,0.15,K221L,359.7796,325.5033,78.31127,14.03367,0.6249677,0.00127268,84.3317019,4,MPO655706,9,4,2014,2018,-999,0.11,M-v,3Ek,Pike,2016 UP273,20181116
K16UR3Q,7.06,0.15,K221L,50.11491,267.1906,52.083,28.67711,0.1558976,0.00339323,43.8592084,5,MPO655706,15,4,2015,2018,-999,0.05,M-v,3Ek,Pike,2016 UQ273,20181107
K16W75B,8.0,0.15,K221L,28.45179,216.6907,129.24572,20.58953,0.192485,0.00316158,45.9762604,4,E2021-VR4,12,5,2015,2021,-999,0.33,M-v,3Ek,MPCLINUX,2016 WB75,20211105
K16X34O,7.79,0.15,K221L,13.67102,208.74094,172.8974,34.27485,0.1217626,0.00308879,46.6957747,5,MPO655746,10,4,2014,2018,-999,0.11,M-v,3Ek,Pike,2016 XO34,20181128
K17A13X,15.1,0.15,K221L,14.00108,302.28897,166.13468,137.23588,0.883445,0.00641729,28.6792694,0,MPO562860,51,4,2014,2018,-999,0.33,M-v,38h,Veres,2017 AX13,20180320
K17C32W,15.6,0.15,K221L,0.68045,180.68374,332.70091,152.42572,0.9838482,0.00040017,182.3767606,999,MPO438035,103,3,2016,2017,-999,0.35,M-v,38h,MPCW,2017 CW32,20171022
K17DC1M,7.5,0.15,K221L,357.58338,86.61331,58.10206,10.20759,0.061764,0.00336401,44.1128087,5,MPO544997,12,3,2017,2020,-999,0.42,M-v,38h,Bell,2017 DM121,20200218
K17DC1N,7.4,0.15,K221L,14.75189,128.32403,353.13199,15.24777,0.222934,0.00301326,47.4727817,4,MPO544997,15,5,2016,2020,-999,0.28,M-v,38h,Bell,2017 DN121,20200218
K17DC1O,7.6,0.15,K221L,351.80064,151.11578,98.3556,16.00647,0.8501978,0.00041804,177.1435788,2,MPO445081,13,2,2017,2018,-999,0.26,M-v,38h,MPCW,2017 DO121,20180312
K17DC1P,7.3,0.15,K221L,64.90257,288.25384,123.2924,14.05857,0.4618713,0.00204782,61.4150231,6,MPO544997,12,2,2017,2018,-999,0.29,M-v,38h,Bell,2017 DP121,20180317
K17E04M,16.03,0.15,K221L,9.39062,146.70524,347.12934,83.4201,0.9202905,0.00517711,33.0936337,5,MPO640890,46,1,-999,-999,153,0.82,M-v,3Ek,Pan,2017 EM4,20170625
K17FG1O,4.3,0.15,K221L,241.39955,151.4596,164.98429,54.45756,0.4299288,0.00214142,59.6121025,4,MPO545011,74,8,2012,2019,-999,0.2,M-v,38h,Bell,2017 FO161,20190403
K17FG1P,7.1,0.15,K221L,246.71532,217.04548,124.04979,15.21449,0.1660942,0.00299242,47.69294,6,MPO457135,12,2,2017,2018,-999,0.14,M-v,38h,MPCLINUX,2017 FP161,20180614
K17FG1Q,6.2,0.15,K221L,132.68173,4.56938,30.98834,8.27021,0.2749433,0.00301251,47.4806604,7,MPO473469,12,3,2017,2019,-999,0.16,M-v,38h,MPCW,2017 FQ161,20190405
K17FG3D,6.9,0.15,K221L,132.66524,45.25798,323.23518,13.39839,0.3756443,0.00303491,47.2467278,4,MPO466871,13,2,2017,2018,-999,0.24,M-v,38h,MPCW,2017 FD163,20180515
K17FH3E,7.0,0.15,K221L,12.05073,341.86642,178.97408,31.03127,0.5980718,0.00092268,104.4963002,3,MPO562878,33,4,2016,2019,-999,0.16,M-v,38h,Veres,2017 FE173,20190301
K17G08D,17.5,0.15,K221L,6.20261,162.0711,41.45317,74.86175,0.9472118,0.00346121,43.2829722,2,MPO562879,57,1,-999,-999,62,0.25,M-v,38h,MPCLINUX,2017 GD8,20170602
K17M04Z,13.39,0.15,K221L,2.99551,341.4925,314.77706,65.8238,0.9526959,0.00177454,67.5686939,2,MPO660550,174,2,2017,2018,-999,0.56,M-v,3Ek,MPCLINUX,2017 MZ4,20180717
K17O68X,17.8,0.15,K221L,3.41255,109.07873,304.49824,94.75309,0.9706504,0.002184,58.834743,999,MPO435582,40,2,2017,2018,-999,0.24,M-v,38h,MPCLINUX,2017 OX68,20180209
K17O69F,4.43,0.15,K221L,256.26144,214.2945,218.77762,13.65626,0.209692,0.00393781,39.7160581,3,MPO660554,199,9,2012,2021,-999,0.6,M-v,3Ek,MPCLINUX,2017 OF69,20210927
K17O69G,5.98,0.15,K221L,38.62521,228.89519,140.04359,25.24258,0.0769587,0.003859,40.2549586,2,E2021-W85,42,6,2008,2021,-999,0.97,M-v,3Ek,MPCLINUX,2017 OG69,20211127
K17O69K,5.8,0.15,K221L,241.7518,290.18354,154.73883,23.56773,0.2861407,0.00272935,50.7102942,5,MPO477898,13,3,2017,2019,-999,0.08,M-v,38h,MPCLINUX,2017 OK69,20190606
K17QD1Q,7.8,0.15,K221L,314.34481,12.41216,60.22312,3.38453,0.0789271,0.00341541,43.6691029,5,MPO645709,9,4,2013,2018,-999,0.1,M-v,3Ek,Pike,2017 QQ131,20180914
K17QD1U,7.95,0.15,K221L,29.6706,162.01595,172.65858,23.03899,0.2722207,0.00273279,50.6678386,5,MPO645710,8,5,2013,2018,-999,0.14,M-v,3Ek,Pike,2017 QU131,20181106
K17RD7Y,7.81,0.15,K221L,332.51295,322.81205,21.40365,33.25554,0.1714188,0.00313046,46.2804102,6,MPO655826,9,4,2015,2018,-999,0.19,M-v,3Ek,Pike,2017 RY137,20181109
K17RD7Z,7.8,0.15,K221L,27.40307,229.46058,114.51944,16.89342,0.2175824,0.00312086,46.3752952,4,E2021-VR4,11,3,2017,2021,-999,0.36,M-v,3Ek,MPCLINUX,2017 RZ137,20211105
K17SB8Z,18.69,0.15,K221L,6.90514,52.17931,32.5534,2.45603,0.954143,0.00495989,34.0529412,9,MPO630349,10,1,-999,-999,1,0.15,M-v,3Ek,Pan,2017 SZ118,20170926
