"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch.mjd","epoch.cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp.cal","per","per.y","moid","moid.ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT"
2015760," 15760 Albion (1992 QB1)",15760,Albion,,N,N,7.3,,,,,,,,,,,,,,,,,,,"JPL 7",2459600.5,59600,2022-01-21.0000000,J2000,.07501441435358366,44.17490936352841,40.86115440850068,2.178186540331563,359.2433083149486,3.547598938042513,33.36483137938611,47.48866431855613,.003356916766658702,2449661.370227474928,1994-11-04.8702275,107241.2648343155,293.610581339673,39.8595,15512.121615,35.9066,5.925,4.7232E-5,.0029422,.00064571,5.5165E-5,.0008642,.011391,.012504,.0031629,3.3537E-7,2.9043,10.714,TNO,"Otto Matic",9621,1992-08-30,2019-01-02,91,,,3,.81456,,,,,
2015789," 15789 (1993 SC)",15789,,,N,N,7.0,,,,,,,328,,0.022,,,,,,,,,60,"JPL 11",2459600.5,59600,2022-01-21.0000000,J2000,.1886215731064954,39.73554672717605,32.24056539524945,5.1450179904821,354.479685472524,318.4429389911986,72.44841951351488,47.23052805910265,.003934914357914016,2441188.810971036903,1971-08-25.3109710,91488.64937198882,250.482270696752,31.2294,12153.545598,27.1681,5.537,1.3377E-5,.0015382,.00073199,3.3634E-5,.0003246,.0073897,.0086943,.0018283,2.2849E-7,1.141,5.3124,TNO,"Otto Matic",9614,1993-09-23,2020-01-19,146,,,2,.68838,,,,,
2015807," 15807 (1994 GV9)",15807,,,N,N,7.32,,,,,,,,,,,,,,,,,,,"JPL 7",2459600.5,59600,2022-01-21.0000000,J2000,.05858819747155432,43.58467004091628,41.03112278582654,.5627295314913568,176.7629733027979,301.7172654327373,84.47481805045975,46.13821729600602,.0034253379810683,2434938.753183379700,1954-07-15.2531834,105099.1178066821,287.745702413914,40.0473,15585.207741,35.7498,5.898,2.5199E-5,.0036831,.0025141,8.827E-5,.0042649,.058375,.060602,.0038989,4.3419E-7,14.571,13.322,TNO,"Otto Matic",9540,1994-05-05,2020-06-17,61,,,3,.67996,,,,,
2015809," 15809 (1994 JS)",15809,,,N,N,7.8,,,,,,,,,,,,,,,,,,,"JPL 4",2459600.5,59600,2022-01-21.0000000,J2000,.2230718853342498,42.53916220858461,33.04987109417617,14.04839444692683,56.37159118006583,237.95101471,357.8051699757037,52.02845332299304,.003552390298150995,2460218.345968512722,2023-09-30.8459685,101340.2159631442,277.454390042832,32.0572,12475.700524,28.0067,5.530,.00032104,.020688,.0072099,.00072742,.00041988,.062087,.035225,.025303,2.5914E-6,9.5969,73.926,TNO,"Otto Matic",2259,1995-04-06,2001-06-12,38,,,4,.40709,,,,,
2015810," 15810 Arawn (1994 JR1)",15810,Arawn,,N,N,7.7,,,,,,,,,,5.49,,,,,,,,,"JPL 10",2459600.5,59600,2022-01-21.0000000,J2000,.120004053285237,39.61447712119219,34.86057929787385,3.795914002078159,144.8170247531371,104.7936355173234,35.32639851552344,44.36837494451054,.003952966937633582,2450663.820520289662,1997-08-03.3205203,91070.83506635946,249.33835747121,33.8498,13173.326666,29.5169,5.598,3.3979E-6,.00027204,.00012563,5.4154E-5,.0007093,.0036515,.0031467,.00030468,4.0718E-8,.70823,.93809,TNO,"Otto Matic",9920,1994-05-12,2021-07-09,95,,,2,.42864,,,,,
2015836," 15836 (1995 DA2)",15836,,,N,N,7.7,,,,,,,,,,,,,,,,,,,"JPL 8",2459600.5,59600,2022-01-21.0000000,J2000,.07202033591044021,36.18129755616019,33.57550835248994,6.565012910100756,127.5778242802151,330.348904166236,70.63266438472118,38.78708675983043,.004528744997172932,2444003.979456491012,1979-05-10.4794565,79492.22140454584,217.637840943315,32.5939,12684.568063,28.3903,5.370,1.9348E-5,.0015929,.00080541,6.8404E-5,.00045148,.021634,.022888,.0017077,2.9908E-7,4.0285,5.2497,TNO,"Otto Matic",9067,1995-03-30,2020-01-25,68,,,3,.76409,,,,,
2015874," 15874 (1996 TL66)",15874,,,N,N,5.46,,,,,,,,,,12,,,,,,,,,"JPL 21",2459600.5,59600,2022-01-21.0000000,J2000,.5823546221374375,83.73360062966431,34.97095127476905,23.95979479912135,217.7040158356334,184.3526135701844,9.73712924916385,132.4962499845596,.001286335998970134,2452030.837596895686,2001-05-01.3375969,279864.670108139,766.227707346034,33.9803,13224.113351,29.9903,6.022,1.6252E-5,.0035621,.00012833,1.8197E-5,3.1461E-5,.0003709,.00069239,.0056366,8.2084E-8,.062302,17.859,TNO,"Otto Matic",9139,1996-10-09,2021-10-17,489,,,1,.50053,,,,,
2015883," 15883 (1997 CR29)",15883,,,N,N,7.1,,,,,,,,,,,,,,,,,,,"JPL 6",2459600.5,59600,2022-01-21.0000000,J2000,.2131419198188402,46.76406442892725,36.79668195801376,19.1945532249297,127.2871336518332,299.1992183560088,75.82080171860633,56.73144689984074,.003082021745617383,2434999.504946534500,1954-09-14.0049465,116806.4438584568,319.798614259978,35.8533,13953.028761,31.9528,5.644,.00012799,.017397,.0083532,.00021512,.00018686,.063099,.077576,.021105,1.7198E-6,11.444,65.18,TNO,"Otto Matic",7711,1997-02-03,2018-03-16,34,,,4,.48892,,,,,
2016684," 16684 (1994 JQ1)",16684,,,N,N,6.74,,,,,,,,,,,,,,,,,,,"JPL 5",2459600.5,59600,2022-01-21.0000000,J2000,.05231116689079836,44.11849424045793,41.81060432527461,3.753232557308615,25.76173932630225,254.173256730701,329.1360123289662,46.42638415564125,.003363357650603878,2468777.040492353624,2047-03-07.5404924,107035.8960889465,293.048312358512,40.7973,15877.085241,36.5904,5.921,3.433E-5,.0030943,.0014623,7.3996E-5,.0007449,.043907,.04212,.0032562,3.5384E-7,11.566,11.261,TNO,"Otto Matic",9556,1994-05-11,2020-07-09,90,,,3,.6255,,,,,
2019255," 19255 (1994 VK8)",19255,,,N,N,7.0,,,,,,,,,,4.7,,,,,,,,,"JPL 7",2459600.5,59600,2022-01-21.0000000,J2000,.03068718721971088,42.69815137173178,41.38786520665189,1.484691465627901,72.33489850522109,119.3286323160693,267.88500143684,44.00843753681167,.003532567467763333,2485676.434685964599,2093-06-12.9346860,101908.8816520003,279.011311846681,40.3889,15718.148213,35.9229,5.846,.00016905,.011418,.017864,.0002723,.0018243,.29759,.28336,.011768,1.417E-6,70.106,40.877,TNO,"Otto Matic",7347,1995-12-24,2016-02-04,66,,,4,.64148,,,,,
2019308," 19308 (1996 TO66)",19308,,,N,N,4.88,,,,,,,,,,7.92,,,,,,,,,"JPL 15",2459600.5,59600,2022-01-21.0000000,J2000,.1155495826281583,43.52859273835438,38.49888201504645,27.33951078043148,355.1061097711399,242.9234202193459,140.6795238434127,48.55830346166231,.003431959337986654,2418609.477091802662,1909-10-29.9770918,104896.3476971707,287.190548109981,37.5783,14624.347011,33.6129,5.224,1.5816E-5,.0012808,.0018113,4.7834E-5,4.6761E-5,.0086408,.0093847,.0014288,1.5148E-7,1.0357,4.6299,TNO,"Otto Matic",13893,1983-10-01,2021-10-14,260,,,2,.66324,,,,,
2019521," 19521 Chaos (1998 WH24)",19521,Chaos,,N,N,4.64,,,,,,,,,,,,,,,,,,,"JPL 16",2459600.5,59600,2022-01-21.0000000,J2000,.1015519404889224,45.66794071805666,41.03027272000493,12.02455696502727,49.92454496100368,56.00604083036473,346.1923790955444,50.3056087161084,.003193647146497355,2463923.964763350319,2033-11-22.4647634,112723.7867824038,308.620908370715,40.0622,15591.006374,35.9033,5.879,2.6214E-5,.0020036,.00062716,5.0516E-5,.0001119,.010384,.0091784,.002207,2.1017E-7,2.5987,7.4182,TNO,"Otto Matic",10679,1991-10-17,2021-01-11,162,,,2,.37302,,,,,
2020000," 20000 Varuna (2000 WR106)",20000,Varuna,,N,N,3.78,,,,,,,900,,0.07,6.3436,,,,,,,,140,"JPL 48",2459600.5,59600,2022-01-21.0000000,J2000,.05780641242452163,42.76183781059179,40.28992937808221,17.19783045630523,97.32981210129691,264.3863246727677,118.8160081540818,45.23374624310136,.003524678674856601,2425890.758172564965,1929-10-06.2581726,102136.969979156,279.63578365272,39.3332,15307.301444,35.544,5.590,3.2744E-6,.00050009,.00054792,3.2786E-5,4.258E-5,.0089762,.0094387,.000529,6.183E-8,2.0947,1.7917,TNO,"Otto Matic",24210,1954-11-24,2021-03-07,744,,,2,.34868,,,,,
2020108," 20108 (1995 QZ9)",20108,,,N,N,7.7,,,,,,,,,,,,,,,,,,,"JPL 5",2459600.5,59600,2022-01-21.0000000,J2000,.1495770532936286,39.61281254188657,33.68764476919829,19.52285584654982,187.8910131262546,143.9906516623886,66.33085957495675,45.53798031457485,.003953216103080165,2442821.538808560254,1976-02-13.0388086,91065.09500442047,249.322642038112,32.6985,12725.275245,28.8114,5.274,.0001024,.0096402,.0044212,.00019788,.00019862,.05643,.062917,.011082,1.4431E-6,9.8398,33.242,TNO,"Otto Matic",6972,1995-08-29,2014-09-30,34,,,4,.45539,,,,,
2024835," 24835 (1995 SM55)",24835,,,N,N,4.67,,,,,,,,,,8.08,,,,,,,,,"JPL 23",2459600.5,59600,2022-01-21.0000000,J2000,.1047347816808287,41.86721500515639,37.48226138200702,27.00037612876096,20.9360747836809,69.47454922600548,338.171319439335,46.25216862830575,.003638253575581651,2465600.268874596701,2038-06-25.7688746,98948.57313304403,270.906428837903,36.5935,14241.092395,32.9129,5.151,1.29E-5,.001013,.00038434,3.3834E-5,4.5055E-5,.00672,.0060639,.0011191,1.3205E-7,1.4529,3.5912,TNO,"Otto Matic",14270,1982-09-16,2021-10-11,293,,,2,.47073,,,,,
2024952," 24952 (1997 QJ4)",24952,,,N,N,7.58,,,,,,,,,,,,,,,,,,,"JPL 11",2459600.5,59600,2022-01-21.0000000,J2000,.2289745192133099,39.54655410384762,30.49140089137596,16.54137615485609,346.6943201368143,81.26641940617048,347.070555999042,48.60170731631928,.003963155411856013,2462862.911552743763,2030-12-27.4115527,90836.71029479156,248.697358781086,29.5466,11498.650322,25.6993,5.277,1.8454E-5,.0013793,.00034056,2.7942E-5,9.9519E-5,.0036256,.0028016,.0016951,2.0734E-7,.53755,4.7523,TNO,"Otto Matic",8535,1997-08-28,2021-01-09,95,,,2,.69653,,,,,
2024978," 24978 (1998 HJ151)",24978,,,N,N,7.5,,,,,,,,,,,,,,,,,,,"JPL 4",2459600.5,59600,2022-01-21.0000000,J2000,.04613398040574909,43.42934328784885,41.42577481557268,2.398501995520714,50.50770967173618,130.4558527521264,75.0636894275078,45.43291176012502,.003443730686023086,2437803.299152626714,1962-05-18.7991526,104537.7913729188,286.208874395397,40.43,15734.1431,35.9664,5.887,.00023749,.017309,.013312,.0010137,.00201,.37922,.37519,.018108,2.0588E-6,97.291,62.496,TNO,"Otto Matic",3301,1998-04-28,2007-05-12,30,,,4,.15673,,,,,
2026181," 26181 (1996 GQ21)",26181,,,N,N,4.92,,,,,,,,,,,,,,,,,,,"JPL 17",2459600.5,59600,2022-01-21.0000000,J2000,.5873883009299896,92.89456308991291,38.32938351089524,13.36992731269798,194.2907450991274,356.6448794184217,12.94416815838603,147.4597426689306,.00110082587518736,2447841.902704871074,1989-11-11.4027049,327027.1966842423,895.351667855557,37.3305,14527.910685,32.8686,6.710,1.6404E-5,.0041375,.00019872,2.4289E-5,.00010055,.00070735,.00099663,.0065679,7.3546E-8,.12725,21.849,TNO,"Otto Matic",15116,1980-03-20,2021-08-08,384,,,1,.43967,,,,,
2026375," 26375 (1999 DE9)",26375,,,N,N,4.94,,,,,,,,,,24,,,,,,,,,"JPL 27",2459600.5,59600,2022-01-21.0000000,J2000,.4138896051581921,54.9569067382471,32.21081430763842,7.635917135145143,323.1236158221092,158.8100440402142,31.96438500837659,77.70299916885578,.002419193758414149,2446387.674488524572,1985-11-18.1744885,148809.9077421522,407.419323044907,31.2278,12152.922926,26.9272,5.959,1.0893E-5,.0013496,.00020839,2.3606E-5,.0001535,.0011983,.0015822,.0019083,8.9117E-8,.16932,5.4818,TNO,"Otto Matic",11423,1990-01-29,2021-05-09,468,,,2,.45352,,,,,
2033001," 33001 (1997 CU29)",33001,,,N,N,6.0,,,,,,,,,,,,,,,,,,,"JPL 9",2459600.5,59600,2022-01-21.0000000,J2000,.03985129557083387,43.20663013129901,41.48478994331692,1.463109247526608,350.0694620258588,276.3032863949378,239.8848147712807,44.92847031928111,.00347039158150679,2494211.921336080792,2116-10-26.4213361,103734.6914735465,284.010106703755,40.4703,15749.826651,36.193,5.877,1.9934E-5,.0016435,.0024273,5.4365E-5,.0014907,.032317,.031879,.001709,1.9802E-7,7.2629,5.919,TNO,"Otto Matic",8393,1997-02-06,2020-01-30,177,,,3,.631,,,,,
2035671," 35671 (1998 SN165)",35671,,,N,N,5.68,,,,,,,,,,8.84,,,,,,,,,"JPL 21",2459600.5,59600,2022-01-21.0000000,J2000,.04337798151709807,38.11744457459039,36.46398676835479,4.595181882707238,192.0563961252647,256.4384137140822,304.0162136487508,39.77090238082598,.004188113161665718,2472967.805082316125,2058-08-27.3050823,85957.56277435899,235.338980901736,35.4834,13809.074778,31.3268,5.527,3.8508E-6,.00053462,.0004267,3.4436E-5,6.2444E-5,.01358,.013197,.00055781,8.8111E-8,2.8709,1.8084,TNO,"Otto Matic",8427,1998-09-15,2021-10-11,445,,,2,.52345,,,,,
2038083," 38083 Rhadamanthus (1999 HX11)",38083,Rhadamanthus,,N,N,7.00,,,,,,,,,,,,,,,,,,,"JPL 11",2459600.5,59600,2022-01-21.0000000,J2000,.1533553167486019,38.85609241633183,32.89730405621231,12.789664849388,10.08274205408015,78.66954978587185,109.8816956317118,44.81488077645135,.004069259525694547,2432597.627625336940,1948-02-16.1276253,88468.18388624516,242.212686889104,31.9379,12429.272543,27.9058,5.401,1.0149E-5,.0019934,.0019742,7.8732E-5,.0001074,.014423,.016073,.0022992,3.1315E-7,1.8889,6.8081,TNO,"Otto Matic",7703,1999-03-20,2020-04-21,79,,,3,.73049,,,,,
2038084," 38084 (1999 HB12)",38084,,,N,N,7.08,,,,,,,,,,,,,,,,,,,"JPL 16",2459600.5,59600,2022-01-21.0000000,J2000,.4147495992962607,55.64412368094172,32.56574568107958,13.15822186260717,166.5657906350186,66.89169304501536,2.407041789560041,78.72250168080387,.002374516069518198,2458586.802168909540,2019-04-13.3021689,151609.8394200575,415.085118193176,31.579,12289.59943,27.2786,5.889,1.6653E-5,.0018148,.00013665,1.5212E-5,.00011212,.00062917,.00015617,.0025675,1.1617E-7,.097853,7.4172,TNO,"Otto Matic",8145,1999-03-20,2021-07-07,289,,,2,.57018,,,,,
2040314," 40314 (1999 KR16)",40314,,,N,N,5.70,,,,,,,,,,11.7,,,,,,,,,"JPL 19",2459600.5,59600,2022-01-21.0000000,J2000,.306469711052195,48.91102308670882,33.92127597405793,24.84423291772473,205.7061893727641,59.30135960884633,351.1435489386446,63.90077019935971,.002881336316393695,2462674.230411464151,2030-06-21.7304115,124942.0270558971,342.072627120868,32.9769,12833.620173,28.9909,5.403,1.0185E-5,.00092093,.00015056,2.2303E-5,3.337E-5,.0011326,.00078107,.0012032,8.1378E-8,.19133,3.5287,TNO,"Otto Matic",8138,1999-05-16,2021-08-26,412,,,2,.49879,,,,,
2042301," 42301 (2001 UR163)",42301,,,N,N,4.21,,,,,,,,,,,,,,,,,,,"JPL 17",2459600.5,59600,2022-01-21.0000000,J2000,.2853078577851519,51.89699591904684,37.09037518789882,.752889202468666,301.5112586476496,344.7150336092481,81.08094958652948,66.70361665019486,.002636275205266776,2428844.625414317452,1937-11-07.1254143,136556.3046228211,373.870786099442,36.0751,14039.346667,31.8981,6.153,9.1134E-6,.0011359,.00083796,4.9572E-6,.0051222,.0059971,.003825,.00146,8.6551E-8,.50842,4.4832,TNO,"Otto Matic",14314,1982-07-27,2021-10-04,328,,,2,.42072,,,,,
2045802," 45802 (2000 PV29)",45802,,,N,N,8.0,,,,,,,,,,,,,,,,,,,"JPL 4",2459600.5,59600,2022-01-21.0000000,J2000,.01289301334711104,43.81442826769796,43.2495282592465,1.17818140360586,173.3187394458969,100.2145838948733,57.73343118910848,44.37932827614943,.003398430168758514,2442612.235324195532,1975-07-18.7353242,105931.2630017972,290.023991791368,42.2345,16436.400365,37.951,5.921,.0022731,.060032,.14704,.0027143,.1417,23.12,22.53,.060806,6.9845E-6,6599.1,217.71,TNO,"Otto Matic",1052,1999-07-21,2002-06-07,18,,,5,.17568,,,,,
2047171," 47171 Lempo (1999 TC36)",47171,Lempo,,N,N,4.99,,,,,,,,,,6.21,,,,,,,,,"JPL 34",2459600.5,59600,2022-01-21.0000000,J2000,.2293442339604303,39.63779272801179,30.54709351892361,8.418880714503302,97.05616268166735,294.6452358813588,9.90456776442668,48.72849193709997,.003949479649548731,2457092.684124671112,2015-03-11.1841247,91151.24825143325,249.55851677326,29.5626,11504.877042,25.619,5.446,7.4198E-6,.00045666,5.8179E-5,9.1174E-6,.00012314,.00046093,.00025748,.00056139,6.8252E-8,.068673,1.5752,TNO,"Otto Matic",17284,1974-06-18,2021-10-13,661,,,1,.40701,,,,,
2048639," 48639 (1995 TL8)",48639,,,N,N,4.94,,,,,,,,,,,,,,,,,,,"JPL 16",2459600.5,59600,2022-01-21.0000000,J2000,.2421097116835929,52.81376478039974,40.02703941649207,.2480653156671784,260.1949438299669,85.04561682382582,47.18028617003986,65.60049014430741,.002567931197938565,2441227.622172153850,1971-10-03.1221722,140190.6718875467,383.821141375898,39.0207,15185.685819,35.0475,6.281,1.0157E-5,.001185,.00039446,3.5663E-5,.0048354,.005568,.0030811,.0014719,8.6428E-8,.58569,4.7183,TNO,"Otto Matic",9436,1995-10-15,2021-08-15,303,,,2,.49351,,,,,
2049673," 49673 (1999 RA215)",49673,,,N,N,7.7,,,,,,,,,,,,,,,,,,,"JPL 6",2459600.5,59600,2022-01-21.0000000,J2000,.1083502878730151,43.51191130810044,38.79738319196265,22.47366497859127,132.2250116615564,266.3739388743719,316.8660996069373,48.22643942423822,.003433933124313081,2472161.577584086963,2056-06-12.0775841,104836.0544505403,287.025474197236,37.8822,14742.615774,34.2098,5.432,3.3116E-5,.0041263,.0025371,.00016951,.0001965,.034014,.031553,.0045734,4.8847E-7,7.4125,14.913,TNO,"Otto Matic",6958,1999-07-20,2018-08-07,40,,,3,.46759,,,,,
2050000," 50000 Quaoar (2002 LM60)",50000,Quaoar,,N,N,2.50,,,,,,,,,,8.84,,,,,,,,,"JPL 41",2459600.5,59600,2022-01-21.0000000,J2000,.04136496390059789,43.54596239720973,41.74468523463236,7.991017167951827,189.0617700349773,152.9024722797061,297.8368099217614,45.34723955978711,.003429906127492183,2477724.375047183858,2071-09-04.8750472,104959.1407515337,287.362466123296,40.7396,15854.630132,36.7756,5.844,3.6618E-6,.000755,.00076555,1.6878E-5,.00041065,.018977,.018223,.00078624,8.9202E-8,4.8426,2.7297,TNO,"Otto Matic",24569,1954-05-25,2021-08-30,680,,,2,.41538,,,,,
2052747," 52747 (1998 HM151)",52747,,,N,N,7.9,,,,,,,,,,,,,,,,,,,"JPL 4",2459600.5,59600,2022-01-21.0000000,J2000,.06452150392297801,44.59127697921983,41.7141807266745,.548897082495168,64.09510129736762,248.3367283939876,321.8195245396263,47.46837323176517,.003310009265680781,2471135.354556523724,2053-08-20.8545565,108761.024850472,297.771457496159,40.7011,15839.647087,36.626,5.959,.00056217,.027169,.025477,.0015658,.0078293,.38406,.34677,.028921,3.0251E-6,95.226,99.399,TNO,"Otto Matic",2220,1998-04-29,2004-05-27,22,,,4,.21564,,,,,
2053311," 53311 Deucalion (1999 HU11)",53311,Deucalion,,N,N,6.70,,,,,,,,,,,,,,,,,,,"JPL 7",2459600.5,59600,2022-01-21.0000000,J2000,.06452246354472072,44.05013787138762,41.20791445644109,.3716934960346615,51.36160471660234,243.7808500592516,304.5469618758268,46.89236128633415,.003371189501870407,2476049.601450217120,2067-02-03.1014502,106787.2333490195,292.367510880272,40.193,15641.90981,36.0462,5.925,1.1861E-5,.0014091,.0010632,9.5291E-5,.0017882,.020577,.019779,.0015,1.6176E-7,5.0849,5.1239,TNO,"Otto Matic",7744,1999-04-12,2020-06-24,128,,,2,.7824,,,,,
2055565," 55565 (2002 AW197)",55565,,,N,N,3.50,,,,,,,,,,8.86,,,,,,,,,"JPL 24",2459600.5,59600,2022-01-21.0000000,J2000,.127125735481956,46.90987425192969,40.94642198628706,24.43421190781152,297.5735546293141,298.2185125042127,295.4030842761608,52.87332651757232,.003067663159202434,2480657.869199763736,2079-09-16.3691998,117353.1712307022,321.295472226426,40.0059,15569.096103,36.0051,5.534,7.2008E-6,.00078109,.00065805,4.2214E-5,6.5691E-5,.0055311,.005331,.00088039,7.6619E-8,1.2123,2.931,TNO,"Otto Matic",8496,1997-12-29,2021-04-03,505,,,2,.33861,,,,,
2055636," 55636 (2002 TX300)",55636,,,N,N,3.57,,,,,,,,,,8.12,,,,,,,,,"JPL 39",2459600.5,59600,2022-01-21.0000000,J2000,.1258765121887276,43.49523073551901,38.02020279368793,25.82901141041624,324.3899181115897,342.7350865622278,77.47386662351083,48.9702586773501,.003435908701675263,2437052.209765822208,1960-04-27.7097658,104775.775859374,286.860440408964,37.0151,14405.166467,32.9688,5.283,4.7275E-6,.00040507,.00019823,1.1728E-5,7.2442E-5,.0026914,.0031079,.00045606,4.7998E-8,.5901,1.4637,TNO,"Otto Matic",24493,1954-08-27,2021-09-17,952,,,2,.34785,,,,,
2055637," 55637 (2002 UX25)",55637,,,N,N,3.90,,,,,,,,,,14.382,,,,,,,,,"JPL 35",2459600.5,59600,2022-01-21.0000000,J2000,.1407308023033416,42.79918067604869,36.77601764158268,19.39808973269973,204.5667139130315,275.8188716922989,304.2806477684342,48.82234371051469,.003520066686325362,2475429.561548186710,2065-05-24.0615482,102270.7897547839,280.002162230757,35.8487,13951.238579,31.85,5.478,5.4479E-6,.00060821,.00040877,3.2572E-5,3.1867E-5,.0040281,.0038772,.00069381,7.5035E-8,.76478,2.18,TNO,"Otto Matic",10959,1991-10-12,2021-10-13,512,,,2,.4128,,,,,
2058534," 58534 Logos (1997 CQ29)",58534,Logos,,N,N,6.85,,,,,,,,,,1.1,,,,,,,,,"JPL 16",2459600.5,59600,2022-01-21.0000000,J2000,.1175261294920721,44.96118322757295,39.67706938545243,2.901165822760202,132.6600159269587,333.909651813756,68.94369095579208,50.24529706969346,.003269245059250274,2438511.933769482330,1964-04-26.4337695,110117.1657295577,301.484368869426,38.6941,15058.582897,34.4551,5.947,2.0808E-5,.0024324,.0012596,4.3157E-5,.00087472,.016561,.017873,.0027183,2.653E-7,3.7597,8.9361,TNO,"Otto Matic",8476,1997-02-04,2020-04-20,112,,,3,.81156,,,,,
2059358," 59358 (1999 CL158)",59358,,,N,N,6.9,,,,,,,,,,,,,,,,,,,"JPL 16",2459600.5,59600,2022-01-21.0000000,J2000,.2058415383719534,41.1890827924349,32.71065862631034,10.04461391177179,120.1663085217689,326.6401254552363,55.27373065183053,49.66750695855945,.003728472053790529,2444775.732681270383,1981-06-20.2326813,96554.29752625022,264.351259483231,31.7316,12348.986772,27.5973,5.548,1.1334E-5,.0010164,.00036223,3.4694E-5,.00013249,.0036678,.0042466,.0012256,1.3801E-7,.59277,3.574,TNO,"Otto Matic",7737,1999-02-11,2020-04-18,195,,,2,.6862,,,,,
2060454," 60454 (2000 CH105)",60454,,,N,N,6.73,,,,,,,,,,,,,,,,,,,"JPL 14",2459600.5,59600,2022-01-21.0000000,J2000,.08528089346519767,44.09527918053656,40.33479437442308,1.168772426980633,320.3740100265153,294.86523101161,302.8750775611855,47.85576398665005,.003366014085492446,2476571.588351954160,2068-07-09.0883520,106951.4241047307,292.817040670036,39.3213,15302.670321,35.0057,5.918,1.2021E-5,.002084,.0016299,6.2587E-5,.0027197,.023372,.022074,.0022617,2.3862E-7,5.3576,7.582,TNO,"Otto Matic",7388,2000-02-05,2020-04-28,104,,,3,.66845,,,,,
2060458," 60458 (2000 CM114)",60458,,,N,N,7.38,,,,,,,,,,,,,,,,,,,"JPL 6",2459600.5,59600,2022-01-21.0000000,J2000,.3995442379527895,58.98028823069608,35.41505391532673,19.74598186801305,312.4156515563294,251.9244385799595,344.3595721773399,82.54552254606543,.002175924078402435,2466788.447400326259,2041-09-25.9474003,165446.9489874445,452.96905951388,34.4673,13413.639141,30.3373,5.898,2.9368E-5,.0038888,.00072055,9.7759E-5,.00012586,.0037091,.0027826,.0054426,2.152E-7,.58717,16.363,TNO,"Otto Matic",7318,2000-02-05,2020-02-18,84,,,2,.63471,,,,,
2060620," 60620 (2000 FD8)",60620,,,N,N,6.67,,,,,,,,,,,,,,,,,,,"JPL 18",2459600.5,59600,2022-01-21.0000000,J2000,.2217722251097924,43.68977435602319,34.00059588254318,19.54918718100087,184.9174834772229,82.03269350346665,329.5746945452168,53.3789528295032,.003412984935158575,2468515.073616003845,2046-06-18.5736160,105479.5162707841,288.78717664828,33.0448,12860.044816,29.0485,5.444,1.1518E-5,.0012236,.00048728,4.2899E-5,6.073E-5,.0041769,.003616,.001495,1.4338E-7,.68824,4.4312,TNO,"Otto Matic",7779,2000-02-12,2021-05-31,214,,,2,.62188,,,,,
2060621," 60621 (2000 FE8)",60621,,,N,N,6.88,,,,,,,,,,,,,,,,,,,"JPL 12",2459600.5,59600,2022-01-21.0000000,J2000,.3988503318605901,55.02345288122259,33.07733043943142,5.886885901080174,4.046394875307268,142.9212919993886,35.29006620723835,76.96957532301376,.002414806374847857,2444986.464450478239,1982-01-16.9644505,149080.2756484696,408.159550030033,32.0913,12488.971221,27.6992,6.027,2.0999E-5,.002637,.00045875,4.6459E-5,.00025638,.0025871,.0034453,.0036887,1.7359E-7,.37918,10.717,TNO,"Otto Matic",7362,2000-03-27,2020-05-23,166,,,2,.76544,,,,,
2066452," 66452 (1999 OF4)",66452,,,N,N,6.9,,,,,,,,,,,,,,,,,,,"JPL 5",2459600.5,59600,2022-01-21.0000000,J2000,.06132709777841477,45.33738670551917,42.55697635801199,2.6544021372449,134.3358535024987,95.40082013865195,105.8781419250458,48.11779705302634,.003228637962461799,2426807.061046468349,1932-04-09.5610465,111502.1269605293,305.276186065789,41.5489,16169.585413,37.142,6.001,1.2269E-5,.0021171,.0021626,8.6994E-5,.00071275,.032907,.034134,.0022469,2.2615E-7,8.2846,7.8102,TNO,"Otto Matic",7433,1999-07-21,2019-11-26,128,,,3,.64901,,,,,
2066652," 66652 Borasisi (1999 RZ253)",66652,Borasisi,,N,N,5.88,,,,,,,,,,,,,,,,,,,"JPL 16",2459600.5,59600,2022-01-21.0000000,J2000,.09085262841749608,44.11975653816567,40.11136069153331,.5634731414403817,85.03991616808821,201.8621304282389,60.28349993471699,48.12815238479803,.003363213309543823,2441676.123998141920,1972-12-24.6239981,107040.4898132463,293.060889290202,39.0961,15215.029237,34.9162,5.917,9.7672E-6,.00089516,.00043718,6.7083E-6,.0046858,.0089539,.0079329,.00097649,1.0236E-7,1.8218,3.2577,TNO,"Otto Matic",8062,1999-09-08,2021-10-04,313,,,2,.6115,,,,,
