spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch.mjd,epoch.cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp.cal,per,per.y,moid,moid.ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT,sigma_a/a,pdes2,Nopp,Mean anomaly degrees barycentric 2022-01-21 00:00:00,Argument of perihelion J2000.0 degrees barycentric 2022-01-21 00:00:00,Longitude of ascending node J2000.0 degrees barycentric 2022-01-21 00:00:00,Inclination to ecliptic J2000.0 degrees barycentric 2022-01-21 00:00:00,Orbital eccentricity barycentric 2022-01-21 00:00:00,Mean daily motion degrees per day barycentric 2022-01-21 00:00:00,Semimajor axis AU barycentric 2022-01-21 00:00:00,Perihelion distance AU barycentric 2022-01-21 00:00:00,Orbital period days barycentric 2022-01-21 00:00:00,Unpacked MPC designation,Packed MPC designation,e_e,e_q,e_tp,e_node,e_peri,e_i,q_e,q_q,q_tp,q_node,q_peri,q_i,tp_e,tp_q,tp_tp,tp_node,tp_peri,tp_i,node_e,node_q,node_tp,node_node,node_peri,node_i,peri_e,peri_q,peri_tp,peri_node,peri_peri,peri_i,i_e,i_q,i_tp,i_node,i_peri,i_i
3727243,       (2013 GS137),2013 GS137,,,N,N,7.8,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.09807871697712346,43.80153313602867,39.50553496441602,2.59454797415271,95.8830326956272,122.4954319001083,8.310917795588178,48.09753130764133,0.00339993102135122,2457156.0628207168,2015-05-13.5628207,105884.5011087684,289.895964705731,38.4998,14982.967166,34.0652,5.888,0.00012605,0.0078364,0.0017118,0.00062945,0.02395,0.3952,0.32096,0.0086049,9.124e-07,94.683,28.415,TNO,Otto Matic,1517.0,2013-03-07,2017-05-02,29,,,4,0.15873,,,,,,0.00017890697970921525,K13GD7S,4,9.570243858296276,120.9231025686899,95.86597192231392,2.594868002571124,0.09975503556063077,0.003394828557214378,43.86501400309523,39.48925797134891,106043.6466622036,2013 GS137,K13GD7S,2.003276776615841E-8,1.34534141021716E-7,-.007166458735363115,5.798602180541327E-8,-2.99027541798108E-5,-1.298185481778801E-9,1.34534141021716E-7,1.685554168452046E-6,.007309847912148598,2.071663731706437E-8,3.043046272848736E-5,1.992538203955024E-9,-.007166458735363115,.007309847912148598,8643.761242987082,-.062429190160959,36.05976682430228,.001625897180133247,5.798602180541327E-8,2.071663731706437E-8,-.062429190160959,.0005714435396135039,-.0008308462053595503,-1.503292329560908E-5,-2.99027541798108E-5,3.043046272848736E-5,36.05976682430228,-.0008308462053595503,.1510028034408858,2.178862950132386E-5,-1.298185481778801E-9,1.992538203955024E-9,.001625897180133247,-1.503292329560908E-5,2.178862950132386E-5,3.963745334766869E-7
3727247,       (2013 GU137),2013 GU137,,,N,N,7.6,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.0747353162129021,44.79080036457149,41.44334573589627,4.983617037744266,35.77406870036295,214.9659550769761,341.095923021578,48.13825499324671,0.00328791695341707,2465350.060358809,2037-10-18.5603588,109491.8165818813,299.772256213227,40.4316,15734.765772,36.1033,5.946,0.00022799,0.0052351,0.0096817,0.00087892,0.00044865,0.30896,0.2595,0.0056263,5.7643e-07,78.821,19.196,TNO,Otto Matic,1542.0,2013-03-07,2017-05-27,38,,,4,0.25289,,,,,,0.00011687891168251698,K13GD7U,4,343.2586026783056,212.4949036813632,35.73532118385182,4.972062732293629,0.0747016027982928,0.003284595346943435,44.8410308458995,41.49133397058313,109602.5421624637,2013 GU137,K13GD7U,4.03667700404601E-8,-1.457528171953611E-6,.0147678582479412,1.075662004591768E-9,5.733288473168965E-5,1.975929738490573E-9,-1.457528171953611E-6,7.323747216937642E-5,-.7132435379572521,-4.133669470034036E-8,-.002766427232106114,-1.092177084845343E-7,.0147678582479412,-.7132435379572521,6987.005257624577,.0004176698462992671,27.10136797325308,.001050991007545904,1.075662004591768E-9,-4.133669470034036E-8,.0004176698462992671,2.03107757870323E-7,1.418575741572272E-6,3.222863729000701E-7,5.733288473168965E-5,-.002766427232106114,27.10136797325308,1.418575741572272E-6,.1051221013999944,3.754829373527699E-6,1.975929738490573E-9,-1.092177084845343E-7,.001050991007545904,3.222863729000701E-7,3.754829373527699E-6,7.707824023903857E-7
3727244,       (2013 GX137),2013 GX137,,,N,N,7.4,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.06047863095919338,43.23083390835031,40.61629225834901,4.136628721040344,51.11199872580808,243.4398445354006,297.0089848213373,45.84537555835161,0.00346747752161338,2477766.7360566226,2071-10-17.2360566,103821.8698624743,284.248788124502,39.6035,15412.494095,35.4608,5.86,0.00069704,0.0050829,0.029411,0.0008437,0.0035033,0.19053,0.12027,0.0053903,6.1154e-07,33.278,18.31,TNO,Otto Matic,1567.0,2013-02-08,2017-05-25,44,,,4,0.27851,,,,,,0.00011757580274245427,K13GD7X,5,299.1132249104122,240.9849781457017,51.11415989329509,4.129179153489458,0.05833435449519993,0.00346276682301411,43.28937725816139,40.76411937930736,103963.1076535046,2013 GX137,K13GD7X,4.728408004537737E-7,-1.991245288983584E-5,.02785007656547793,-1.983314262488572E-8,.0001511682673253593,5.305513865206284E-9,-1.991245288983584E-5,.0008605498349398016,-1.277032018956926,5.722777524196285E-7,-.006796335928859375,-1.425230712913501E-7,.02785007656547793,-1.277032018956926,2139.786568437878,3.91504209229507E-5,10.96293733740563,-5.901529548418439E-5,-1.983314262488572E-8,5.722777524196285E-7,3.91504209229507E-5,1.231099271425864E-5,-1.360846006641984E-5,-2.945821496355276E-6,.0001511682673253593,-.006796335928859375,10.96293733740563,-1.360846006641984E-5,.05683311629646162,3.092371406367022E-6,5.305513865206284E-9,-1.425230712913501E-7,-5.901529548418439E-5,-2.945821496355276E-6,3.092371406367022E-6,7.100192691756124E-7
3727242,       (2013 GY137),2013 GY137,,,N,N,7.6,,,,,,,,,,,,,,,,,,,7,2459600.5,59600,2022-01-21.0000000,J2000,0.1012204640556883,44.82265456180406,40.28568466685044,5.321056396621454,39.94658762251066,215.4681662823008,335.7086533259383,49.35962445675768,0.00328441263134812,2466996.4484999576,2042-04-21.9485000,109608.6394760434,300.092099865964,39.2735,15284.067995,34.9664,5.931,0.00033004,0.006201,0.014303,0.00074849,0.00083381,0.26269,0.20257,0.0068286,6.8157e-07,61.514,22.746,TNO,Otto Matic,1572.0,2013-02-08,2017-05-30,37,,,4,0.20785,,,,,,0.00013834521985862537,K13GD7Y,4,337.2540686388252,213.6072698351136,39.92573131524216,5.309885065815582,0.1010525596611545,0.003279817502514612,44.8845681233423,40.3488676251931,109762.2046726657,2013 GY137,K13GD7Y,9.391940815530945E-8,-3.774800252144093E-6,.01860799290286903,4.127192569845192E-9,7.837005355267251E-5,-2.077936369720749E-9,-3.774800252144093E-6,.0001810003805937079,-.8814279038691181,-3.087741957491782E-7,-.003706816202569084,2.5977250373701E-7,.01860799290286903,-.8814279038691181,4299.118295375796,.001460740811658021,18.08036728311858,-.001203440676413037,4.127192569845192E-9,-3.087741957491782E-7,.001460740811658021,6.986754917199592E-7,5.433703127833022E-6,-5.970326402336683E-7,7.837005355267251E-5,-.003706816202569084,18.08036728311858,5.433703127833022E-6,.07604070970637229,-4.446300283090346E-6,-2.077936369720749E-9,2.5977250373701E-7,-.001203440676413037,-5.970326402336683E-7,-4.446300283090346E-6,5.587476676429864E-7
3727251,       (2013 GZ137),2013 GZ137,,,N,N,7.7,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.04534674531909455,41.39252208419215,39.5155059271253,21.15323058768143,212.1732781191411,287.1717618217206,84.62109195519554,43.26953824125901,0.00370101836511647,2436736.2276276224,1959-06-16.7276276,97270.52515954488,266.312183872813,38.59,15018.0703,34.4964,5.381,0.00076437,0.0095617,0.024044,0.00094818,0.00028086,0.11547,0.12191,0.0099953,1.2824e-06,26.873,33.704,TNO,Otto Matic,1544.0,2013-03-07,2017-05-29,30,,,4,0.22218,,,,,,0.0002310006619203236,K13GD7Z,3,83.23103190021075,288.2591661719271,212.1306661421825,21.11623129164369,0.04828411246348212,0.003696510622976736,41.4446870354173,39.44356710558539,97389.14255035961,2013 GZ137,K13GD7Z,5.850812499756503E-7,-1.788949189516711E-5,.005179024818040544,3.644482593789266E-8,-2.851529384424837E-5,1.319757447057843E-7,-1.788949189516711E-5,.0005660800766676945,-.05911774361127,-1.033535569657761E-6,.00130149951604009,-3.80063004166772E-6,.005179024818040544,-.05911774361127,567.9489227943707,.0007280347182689662,2.004493463128262,.002344962143034936,3.644482593789266E-8,-1.033535569657761E-6,.0007280347182689662,7.897046933175884E-8,-8.426754727390266E-8,2.570326776879247E-7,-2.851529384424837E-5,.00130149951604009,2.004493463128262,-8.426754727390266E-8,.01114757481929615,-1.545392022733952E-6,1.319757447057843E-7,-3.80063004166772E-6,.002344962143034936,2.570326776879247E-7,-1.545392022733952E-6,8.945027969096522E-7
3727249,       (2013 GB138),2013 GB138,,,N,N,7.3,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.052594465305183,42.9220089946322,40.66454888173526,2.790483077164579,182.6470423881796,187.3605857690166,221.3970535845795,45.17946910752914,0.003504967635224,2499145.215055996,2130-04-29.7150560,102711.3621198937,281.208383627361,39.6649,15436.389133,35.7132,5.851,0.00026968,0.00622,0.015687,0.0011001,0.016101,0.38569,0.43598,0.0065472,7.6188e-07,125.56,22.327,TNO,Otto Matic,2251.0,2013-03-07,2019-05-06,37,,,4,0.17952,,,,,,0.00014491399973328063,K13GD8B,4,219.2544994748994,189.2270732274207,182.5534815665497,2.78656553719234,0.04970659545260646,0.003500994760431335,42.97367842617027,40.83760317753023,102827.9173875846,2013 GB138,K13GD8B,6.089756379913874E-8,-3.554248006559415E-6,-.03078026461072476,-3.924904690190968E-8,-9.101291575055343E-5,-2.808093935028612E-9,-3.554248006559415E-6,.0002287427061978554,1.50544667879058,2.044889241632367E-6,.004269146630604138,1.526336106847843E-7,-.03078026461072476,1.50544667879058,19616.42122441177,.02331815528918799,60.51336439864892,.001585039724953954,-3.924904690190968E-8,2.044889241632367E-6,.02331815528918799,.0002599383118541033,-.0001885205358447796,1.769524563716335E-5,-9.101291575055343E-5,.004269146630604138,60.51336439864892,-.0001885205358447796,.188175916179173,-1.288634493953051E-5,-2.808093935028612E-9,1.526336106847843E-7,.001585039724953954,1.769524563716335E-5,-1.288634493953051E-5,1.206153387465684E-6
3727252,       (2013 GC138),2013 GC138,,,N,N,7.3,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.05398856975065097,42.85006458776808,40.53665088695147,3.023123040594875,83.33701958283702,254.8494857296755,255.7250905352392,45.1634782885847,0.00351379849584852,2489276.3364453623,2103-04-22.8364454,102453.228443615,280.501652138576,39.5299,15383.851183,35.538,5.844,0.0011033,0.005178,0.045832,0.001013,0.019373,0.60245,0.74525,0.0054575,6.3691e-07,209.6,18.571,TNO,Otto Matic,1186.0,2013-03-07,2016-06-05,33,,,5,0.17225,,,,,,0.00012083995788137283,K13GD8C,3,255.5560450948308,254.6527416851422,83.33771907759606,3.022395874182856,0.05073040381709569,0.003510692930521943,42.89449972447407,40.7184444319192,102543.8587551085,2013 GC138,K13GD8C,1.190148461559E-6,-4.982381748153684E-5,-.256319171625059,-4.79975747446382E-7,-.0007469063241356537,2.496011378140962E-8,-4.982381748153684E-5,.002107145692404516,10.59595585529427,1.920279287787458E-5,.03073192002730647,-9.908352805524264E-7,-.256319171625059,10.59595585529427,56075.70989662957,.108575282634045,164.3240214282208,-.005691114629691393,-4.79975747446382E-7,1.920279287787458E-5,.108575282634045,.0003738849731799433,-5.089987694758667E-5,-1.956405884764186E-5,-.0007469063241356537,.03073192002730647,164.3240214282208,-5.089987694758667E-5,.4828736140110313,2.585831407990815E-6,2.496011378140962E-8,-9.908352805524264E-7,-.005691114629691393,-1.956405884764186E-5,2.585831407990815E-6,1.024843961726867E-6
3727248,       (2013 GD138),2013 GD138,,,N,N,8.1,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.1114119336366395,43.87174428528741,38.98390842245135,5.42670200208477,57.01514190888312,147.8348136919658,20.76972313836891,48.75958014812346,0.0033917725516347,2453476.9398785057,2005-04-16.4398785,106139.192566581,290.593271913979,37.9823,14781.571691,33.5267,5.864,0.00017469,0.0071482,0.0028116,0.00099256,0.0035863,0.16308,0.12569,0.0079445,8.2895e-07,37.892,25.94,TNO,Otto Matic,2282.0,2013-03-07,2019-06-06,29,,,4,0.23323,,,,,,0.00016293402773131092,K13GD8D,4,21.63419761714705,146.6423962808913,57.01236504803263,5.420049606012721,0.1135260034963729,0.003387267588697387,43.93026595334729,38.94303842713101,106280.3544666048,2013 GD138,K13GD8D,3.445637667076103E-8,-4.011650316636831E-7,-.005612594205597074,-4.004251758032269E-9,-2.432538441410258E-5,1.458421368307283E-9,-4.011650316636831E-7,1.037465626263078E-5,.1119899722433295,4.347194765064826E-9,.0004849779827695817,2.854083183936965E-9,-.005612594205597074,.1119899722433295,1309.410511656768,.0003383646966510746,5.670672650097814,-8.857502371045119E-5,-4.004251758032269E-9,4.347194765064826E-9,.0003383646966510746,1.286986497595889E-5,-1.134468228820318E-5,-3.546071727887836E-6,-2.432538441410258E-5,.0004849779827695817,5.670672650097814,-1.134468228820318E-5,.02457088743365117,3.145714730867985E-6,1.458421368307283E-9,2.854083183936965E-9,-8.857502371045119E-5,-3.546071727887836E-6,3.145714730867985E-6,9.835689696233444E-7
3727254,       (2013 GE138),2013 GE138,,,N,N,7.7,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.05143357137114681,44.09257048922956,41.82473211803445,3.077381961272597,31.60974529630742,52.07620779767768,141.4319146880979,46.36040886042467,0.00336632426132307,2417586.747399557,1907-01-11.2473996,106941.5695143129,292.790060271904,40.8417,15894.364389,36.7018,5.924,0.00037358,0.009588,0.013688,0.0014553,0.0036021,0.59606,0.67206,0.010081,1.098e-06,188.64,34.882,TNO,Otto Matic,2282.0,2013-03-07,2019-06-06,28,,,4,0.32688,,,,,,0.0002174515999774168,K13GD8E,3,137.4950902280324,55.70266359292236,31.54951847550362,3.06774589908371,0.05224405131281234,0.003360982634995863,44.15900959879577,41.85196403539332,107111.5322797385,2013 GE138,K13GD8E,1.679124804587952E-7,-5.111269993404247E-6,.06665822552172337,2.013860237157786E-8,.0002047655876598519,8.371560673335013E-9,-5.111269993404247E-6,.000210528088137679,-1.655962420854019,-3.191357661475678E-7,-.004828697775396176,-1.427993418239361E-7,.06665822552172337,-1.655962420854019,29027.36147436724,.00993713860862694,90.92411006459527,.00406467253379191,2.013860237157786E-8,-3.191357661475678E-7,.00993713860862694,1.31550988410315E-5,1.877092599330947E-5,5.224301736743681E-6,.0002047655876598519,-.004828697775396176,90.92411006459527,1.877092599330947E-5,.2859275179460982,7.796139357743045E-6,8.371560673335013E-9,-1.427993418239361E-7,.00406467253379191,5.224301736743681E-6,7.796139357743045E-6,2.114884784825716E-6
3727253,       (2013 GF138),2013 GF138,,,N,N,7.3,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.01622460426365531,43.98554963258159,43.27190149647358,0.5507261403070137,175.7478947985786,298.3635333290929,113.3758420861669,44.69919776868959,0.00337861759268967,2426043.626818649,1930-03-08.1268186,106552.4552938258,291.724723597059,42.2884,16457.376628,37.9803,5.932,7.9814e-05,0.0054922,0.0067271,0.00026513,0.025285,0.33767,0.34177,0.0055813,6.328e-07,94.964,19.957,TNO,Otto Matic,4407.0,2005-05-04,2017-05-28,37,,,3,0.18384,,,,,,0.0001248637347009924,K13GD8F,5,105.6912238768253,305.5941719943805,175.8386372463047,0.5516978743458798,0.01865604749398601,0.003374009271220119,44.04527465188312,43.22356391609194,106697.9877828894,2013 GF138,K13GD8F,6.375104864013099E-9,-3.043429655868342E-7,.0005667964300229744,4.428785000481975E-9,1.103080148783993E-6,4.896930690204302E-11,-3.043429655868342E-7,4.33697322646699E-5,.3661596597836569,-3.076107509320549E-7,.001366643616147306,-1.554848990795359E-9,.0005667964300229744,.3661596597836569,5418.283039852231,-.0009097085171813924,19.47153493965402,1.502879996258271E-5,4.428785000481975E-9,-3.076107509320549E-7,-.0009097085171813924,.0006239079921102344,-.0006278159208762754,6.604388065830361E-6,1.103080148783993E-6,.001366643616147306,19.47153493965402,-.0006278159208762754,.07073666598522006,-6.557043825490474E-6,4.896930690204302E-11,-1.554848990795359E-9,1.502879996258271E-5,6.604388065830361E-6,-6.557043825490474E-6,7.102633911571309E-8
3727256,       (2013 GG138),2013 GG138,,,N,N,6.6,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.03093317201068872,47.40797650316603,45.94149741131491,24.6529014551664,215.2298284322475,139.3855315399746,235.9519400246941,48.87445559501715,0.00301944376482555,2500683.583387868,2134-07-16.0833879,119227.2577465269,326.426441468931,44.9748,17502.842916,41.1505,5.594,0.00085918,0.0057024,0.043012,0.0012624,0.00020712,1.4044,1.5372,0.0058787,5.4478e-07,510.74,21.511,TNO,Otto Matic,1544.0,2013-03-07,2017-05-29,39,,,5,0.19123,,,,,,0.00012028355607245077,K13GD8G,5,233.5437064586984,141.4452002019322,215.1963785154289,24.60813168090275,0.02773467143273556,0.003016706042464327,47.45786261177486,46.14163438533738,119335.458918602,2013 GG138,K13GD8G,5.93521946197682E-7,-3.021315020503922E-5,-.4978464038134621,-2.429758084385814E-8,-.001390889101665577,-1.675698389101876E-7,-3.021315020503922E-5,.001564052471947194,24.87911105186075,1.319172677032213E-6,.06934667622272991,8.96135302660686E-6,-.4978464038134621,24.87911105186075,426001.7614387532,.01901009839859905,1193.04734038203,.1334056232155206,-2.429758084385814E-8,1.319172677032213E-6,.01901009839859905,4.290031878421816E-8,5.25741299764249E-5,2.516634569566662E-7,-.001390889101665577,.06934667622272991,1193.04734038203,5.25741299764249E-5,3.342186868319201,.0003698793325897961,-1.675698389101876E-7,8.96135302660686E-6,.1334056232155206,2.516634569566662E-7,.0003698793325897961,1.585444394911437E-6
54144280,       (2013 GM158),2013 GM158,,,N,N,7.95,,,,,,,,,,,,,,,,,0.3917,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.018967560619122,43.4634121052825,42.63901720146168,2.689614359927178,81.5327376905925,268.7528718661749,234.1900726851822,44.28780700910333,0.00343968242454543,2496176.5299314386,2122-03-14.0299314,104660.8249154209,286.54572187658,41.635,16203.09295,37.6619,5.893,0.00076757,0.0095154,0.037501,0.00087598,0.021183,2.212,2.3323,0.0096959,1.1296e-06,678.43,34.37,TNO,Otto Matic,1128.0,2013-02-08,2016-03-12,22,,,5,0.20923,,,,,,0.00021892896896706155,K13GF8M,4,232.8911744190016,269.6929476617169,81.54335286704786,2.688480557373729,0.0155084164317784,0.003432195580768579,43.54605515805336,42.87072480070107,104889.1275360784,2013 GM158,K13GF8M,4.573428097469946E-7,-2.263058982415388E-5,-.6687050327332099,-5.948835263832023E-7,-.002198054378331366,2.41776965053815E-8,-2.263058982415388E-5,.001194818374506126,30.32487247589266,2.970273858130219E-5,.099128539790936,-1.183617895940177E-6,-.6687050327332099,30.32487247589266,1080097.427291386,.8611465225360051,3570.626412124607,-.0358570851141332,-5.948835263832023E-7,2.970273858130219E-5,.8611465225360051,.0004470869906510262,.002382917546398988,-1.847434011824958E-5,-.002198054378331366,.099128539790936,3570.626412124607,.002382917546398988,11.80801278894183,-9.953670977445585E-5,2.41776965053815E-8,-1.183617895940177E-6,-.0358570851141332,-1.847434011824958E-5,-9.953670977445585E-5,7.648995700359611E-7
54144281,       (2013 GN158),2013 GN158,,,N,N,8.22,,,,,,,,,,,,,,,,,0.34472,,1,2459600.5,59600,2022-01-21.0000000,J2000,0.2018949791865993,39.27618779340801,31.34652267632893,10.79897085705484,205.4541078706083,281.0311280107142,80.40194909301744,47.20585291048707,0.00400414763792176,2439520.8335232795,1967-01-30.3335233,89906.77481284068,246.151334189844,30.3792,11822.673264,26.1578,5.419,0.00077813,0.018396,0.01719,0.00079089,0.00097488,0.047656,0.13493,0.02211,2.8131e-06,19.672,63.164,TNO,Otto Matic,1541.0,2013-03-07,2017-05-26,20,,,4,0.20407,,,,,,0.0004683753957171863,K13GF8N,4,79.63756562726086,281.5346581546827,205.3934960883792,10.77909555737852,0.2043902007958931,0.003993717973395544,39.36212851870719,31.31689516701489,90141.56793197902,2013 GN158,K13GF8N,6.088140226475397E-7,-1.286241226377971E-5,.01455428413339212,1.161688038649789E-7,2.680732255831031E-5,1.036380474848261E-7,-1.286241226377971E-5,.0002918683198981691,-.2928319736584616,-2.13157380226565E-6,-.0004357864966903358,-1.8977510129495E-6,.01455428413339212,-.2928319736584616,358.842565540749,.003005234782839175,.7369434311608734,.002683826816088241,1.161688038649789E-7,-2.13157380226565E-6,.003005234782839175,9.534193618205922E-7,6.270152774650006E-6,7.590424482776487E-7,2.680732255831031E-5,-.0004357864966903358,.7369434311608734,6.270152774650006E-6,.002032680379996773,5.708733895844977E-6,1.036380474848261E-7,-1.8977510129495E-6,.002683826816088241,7.590424482776487E-7,5.708733895844977E-6,6.226138748278299E-7
3727059,       (2013 HR156),2013 HR156,,,N,N,7.9,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.1858619223003531,45.64484607287196,37.16120723866425,20.44314965428206,214.2097654967698,331.0466837446628,32.23326532740825,54.12848490707966,0.0031960712583985,2449515.222569872,1994-06-11.7225699,112638.2896044657,308.3868298548,36.1778,14079.314426,31.8034,5.568,0.00031686,0.010096,0.0073433,0.00077295,0.00019687,0.10647,0.058956,0.011972,1.0604e-06,20.833,37.37,TNO,Otto Matic,1500.0,2013-04-17,2017-05-26,34,,,4,0.25523,,,,,,0.0002211859797682688,K13HF6R,5,32.42610984150706,330.575239743186,214.1698891110061,20.41208146636014,0.1884538228641553,0.003190432262215595,45.71904513066266,37.10311629809044,112837.3745036035,2013 HR156,K13HF6R,1.042605125811291E-7,-2.225669400735591E-6,-.005962791403273367,7.425297622895426E-9,-3.098937280161551E-5,3.568706099054591E-8,-2.225669400735591E-6,5.577444414638272E-5,.147329246528652,-1.667118566943413E-7,.0007628421393213667,-7.550666240498873E-7,-.005962791403273367,.147329246528652,390.3710011736226,-.0004455563189558813,2.021383815748623,-.002033080759439751,7.425297622895426E-9,-1.667118566943413E-7,-.0004455563189558813,3.885449655525584E-8,-2.347998588554961E-6,1.428386234867766E-7,-3.098937280161551E-5,.0007628421393213667,2.021383815748623,-2.347998588554961E-6,.01046818260532948,-1.069407638375071E-5,3.568706099054591E-8,-7.550666240498873E-7,-.002033080759439751,1.428386234867766E-7,-1.069407638375071E-5,5.950699964216837E-7
3727190,       (2013 HS156),2013 HS156,,,N,N,8.5,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.1775622375018309,45.65950397792452,37.55210028838049,8.273554413198102,41.55884443983826,210.402992060133,346.2786461265207,53.76690766746854,0.00319453234716666,2463895.762148668,2033-10-25.2621487,112692.5511708455,308.535389927024,36.5417,14220.933389,32.2298,5.884,0.00059458,0.011945,0.020807,0.0017939,0.00065021,0.32333,0.20704,0.014066,1.2536e-06,65.68,44.223,TNO,Otto Matic,1138.0,2013-04-17,2016-05-29,20,,,5,0.4917,,,,,,0.00026161037592031605,K13HF6S,3,346.9633445325366,209.4180784068343,41.53045133232401,8.259851989979822,0.1770660540893071,0.003194903695191361,45.67637772861896,37.5886417591197,112679.4527615448,2013 HS156,K13HF6S,3.218597080340559E-7,-1.0734277419493E-5,.03684533403233457,1.02338487395681E-8,.0001797187772340899,-2.997011490641514E-8,-1.0734277419493E-5,.0004005106302668846,-1.36266569715602,-3.99674923131963E-7,-.006638337881837029,1.111344719372531E-6,.03684533403233457,-1.36266569715602,4644.82715570029,.001351890776821499,22.62731651923979,-.003781598419257712,1.02338487395681E-8,-3.99674923131963E-7,.001351890776821499,4.239373385988896E-7,6.165098662525551E-6,-1.098172332312697E-6,.0001797187772340899,-.006638337881837029,22.62731651923979,6.165098662525551E-6,.110232148049885,-1.733848175044189E-5,-2.997011490641514E-8,1.111344719372531E-6,-.003781598419257712,-1.098172332312697E-6,-1.733848175044189E-5,3.21336600496137E-6
3670722,       (2013 JU63),2013 JU63,,,N,N,7.4,,,,,,,,,,,,,,,,,,,7,2459600.5,59600,2022-01-21.0000000,J2000,0.2606740841019715,48.71201071745623,36.01405193891791,4.303177709703355,278.3308289623039,336.8890660449816,352.6404651096677,61.40996949599455,0.00289901183944636,2462139.1356793,2029-01-02.6356793,124180.2448343056,339.986981065861,35.0008,13621.261336,30.6926,5.998,6.3606e-05,0.0038774,0.0010562,0.00012695,0.0019869,0.015829,0.0082008,0.0048882,3.4614e-07,2.9019,14.827,TNO,Otto Matic,1831.0,2012-05-14,2017-05-19,45,,,3,0.69122,,,,,,7.959843871956021e-05,K13J63U,6,352.9952560485538,336.2909921888261,278.2516702848008,4.309241419098496,0.2592440996569169,0.002906852007512942,48.64612174809734,36.03490171371109,123845.3141300477,2013 JU63,K13J63U,3.919626219484356E-9,-2.256335070391259E-8,.000110745696729775,-2.25125586124773E-9,6.025605836630934E-7,1.934540812336421E-10,-2.256335070391259E-8,1.035344154090008E-6,-.002908044764552828,5.14221814219551E-8,-1.557001705056388E-5,-3.044482763340201E-9,.000110745696729775,-.002908044764552828,8.86561164021705,-.0001603839102498207,.0475813721861729,1.035741302493262E-5,-2.25125586124773E-9,5.14221814219551E-8,-.0001603839102498207,3.903442955525222E-6,-4.751197656986834E-6,-2.503064918514677E-7,6.025605836630934E-7,-1.557001705056388E-5,.0475813721861729,-4.751197656986834E-6,.0002592797166978525,3.0519330865522E-7,1.934540812336421E-10,-3.044482763340201E-9,1.035741302493262E-5,-2.503064918514677E-7,3.0519330865522E-7,1.619269485124942E-8
