spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch.mjd,epoch.cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp.cal,per,per.y,moid,moid.ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT,sigma_a/a,pdes2,Nopp,Mean anomaly degrees barycentric 2022-01-21 00:00:00,Argument of perihelion J2000.0 degrees barycentric 2022-01-21 00:00:00,Longitude of ascending node J2000.0 degrees barycentric 2022-01-21 00:00:00,Inclination to ecliptic J2000.0 degrees barycentric 2022-01-21 00:00:00,Orbital eccentricity barycentric 2022-01-21 00:00:00,Mean daily motion degrees per day barycentric 2022-01-21 00:00:00,Semimajor axis AU barycentric 2022-01-21 00:00:00,Perihelion distance AU barycentric 2022-01-21 00:00:00,Orbital period days barycentric 2022-01-21 00:00:00,Unpacked MPC designation,Packed MPC designation,e_e,e_q,e_tp,e_node,e_peri,e_i,q_e,q_q,q_tp,q_node,q_peri,q_i,tp_e,tp_q,tp_tp,tp_node,tp_peri,tp_i,node_e,node_q,node_tp,node_node,node_peri,node_i,peri_e,peri_q,peri_tp,peri_node,peri_peri,peri_i,i_e,i_q,i_tp,i_node,i_peri,i_i
3046146,       (2000 PM30),2000 PM30,,,N,N,7.9,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.05053406200628195,44.37086684305963,42.12862670673997,2.279113248789804,129.729874549809,68.77270478436564,139.9428784110368,46.61310697937929,0.00333470333554731,2417634.884372585,1907-02-28.3843726,107955.6301642988,295.566407020667,41.1282,16005.861594,36.6651,5.946,0.00031241,0.037215,0.047518,0.00056145,0.0036177,0.70118,0.74358,0.039095,4.1953e-06,172.01,135.82,TNO,Otto Matic,7351.0,1999-07-20,2019-09-04,22,,,5,0.14124,,,,,,0.0008387260075767726,K00P30M,5,145.2091786533058,63.46527493380763,129.7826266556561,2.282459823646226,0.05739230221561447,0.003378743062874677,44.00412525266862,41.47862719743372,106548.4984506953,2000 PM30,K00P30M,1.368249327840916E-7,-1.746234211808498E-5,-.03048674056021827,-1.409739072656377E-8,-.0001563007059457793,-5.037403799545286E-9,-1.746234211808498E-5,.002425429002835252,5.161229296277376,2.251535400717545E-6,.02478712373002932,7.751179640880774E-7,-.03048674056021827,5.161229296277376,14998.06655773881,.006060228279652708,66.07937060540311,.001975448833381341,-1.409739072656377E-8,2.251535400717545E-6,.006060228279652708,1.312560808140503E-5,1.411185826105586E-5,1.653670371640547E-6,-.0001563007059457793,.02478712373002932,66.07937060540311,1.411185826105586E-5,.2976059221151775,7.352713564710238E-6,-5.037403799545286E-9,7.751179640880774E-7,.001975448833381341,1.653670371640547E-6,7.352713564710238E-6,3.190828318851757E-7
3046147,       (2000 PN30),2000 PN30,,,N,N,8.1,,,,,,,,,,,,,,,,,,,4,2459600.5,59600,2022-01-21.0000000,J2000,0.1098948152429371,45.25644067375419,40.28299248735903,1.508450625251304,16.02833644738976,278.3346693949639,43.42383212467933,50.22988886014935,0.00323730398613136,2446186.9211977907,1985-05-01.4211978,111203.6440019976,304.458984262827,39.2684,15282.083228,35.1242,5.976,0.00047635,0.030559,0.0095702,0.00038579,0.021779,0.1801,0.16427,0.033917,3.279e-06,42.898,112.63,TNO,Otto Matic,4834.0,1999-07-18,2012-10-11,24,,,4,0.21816,,,,,,0.0006752409059363399,K00P30N,4,46.95526760507388,274.9673446267623,15.90014124842097,1.514556945365649,0.1042185600953523,0.003286243763815697,44.82603441469867,40.15432965321406,109547.5642932829,2000 PN30,K00P30N,2.188977609483906E-7,1.868005199535316E-6,.004786513618578877,-1.34489782640952E-7,1.877319739787205E-5,3.927217994102764E-9,1.868005199535316E-6,.0001087312046047215,.4867641872709573,-3.655515257963401E-6,.002030524516870195,1.072118285265793E-7,.004786513618578877,.4867641872709573,2250.475694782183,-.01497159097074987,9.410036896039738,.0004394290325775361,-1.34489782640952E-7,-3.655515257963401E-6,-.01497159097074987,.0004703268806751148,-.0005320115419772171,-8.223037580708891E-6,1.877319739787205E-5,.002030524516870195,9.410036896039738,-.0005320115419772171,.03982409262839961,1.003562122511394E-5,3.927217994102764E-9,1.072118285265793E-7,.0004394290325775361,-8.223037580708891E-6,1.003562122511394E-5,1.529727803748994E-7
3046153,       (2000 QC226),2000 QC226,,,N,N,6.85,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.05797308220621465,44.47576689923563,41.8973696086018,2.660004008085835,99.67840802893684,212.3163330975225,48.99246738731308,47.05416418986945,0.00332291250273183,2444856.6668876214,1981-09-09.1668876,108338.693752555,296.615177967296,40.8845,15911.020865,36.8067,5.948,0.00015295,0.011357,0.0042974,5.5185e-05,0.0039785,0.11938,0.1225,0.012015,1.2728e-06,31.559,41.497,TNO,Otto Matic,6624.0,2000-08-29,2018-10-18,40,,,4,0.24102,,,,,,0.0002553525389619574,K00QM6C,8,55.05561358461787,206.3851998492719,99.70958427494539,2.660352217404078,0.05231098728478756,0.003367450372959459,44.10244842724189,41.79540580833643,106905.8071028428,2000 QC226,K00QM6C,2.087070815371251E-8,5.606064598037195E-7,.004674623598170074,8.958363884702613E-9,1.755789631105242E-5,6.197750830731753E-10,5.606064598037195E-7,2.179059555996254E-5,.1801693423872125,1.428573363322874E-7,.0006801091169003112,1.70695942900374E-8,.004674623598170074,.1801693423872125,1490.561736186594,.001210970686924374,5.625981179824242,.0001421231848435385,8.958363884702613E-9,1.428573363322874E-7,.001210970686924374,1.592577373647966E-5,-1.140384579059018E-5,1.854070206153626E-7,1.755789631105242E-5,.0006801091169003112,5.625981179824242,-1.140384579059018E-5,.02125182671920759,3.490967826022785E-7,6.197750830731753E-10,1.70695942900374E-8,.0001421231848435385,1.854070206153626E-7,3.490967826022785E-7,3.081330913511895E-9
3046155,       (2000 QE226),2000 QE226,,,N,N,6.44,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.079033963293672,44.33171690527509,40.82800561863812,1.192835947719217,118.5254899876177,349.7837256,263.411338761269,47.83542819191207,0.00333912169297959,2488526.867506104,2101-04-03.3675061,107812.7822525574,295.175310753066,39.8447,15506.361899,35.5937,5.936,2.9394e-05,0.0023288,0.0029807,9.295e-05,0.0068786,0.028962,0.028451,0.0025129,2.6311e-07,6.4203,8.4953,TNO,Otto Matic,7684.0,2000-08-29,2021-09-12,73,,,3,0.6759,,,,,,5.25312386383775e-05,K00QM6E,10,258.451269498671,354.9081846889115,118.5269885767605,1.19278118544675,0.08235386120083296,0.003380348903664519,43.99018799012351,40.36742615418633,106497.8823960262,2000 QE226,K00QM6E,9.330467926918386E-10,-7.858762036365304E-8,6.8430968244553E-7,-3.953103114253486E-10,2.392229678322854E-7,-1.110621665978306E-11,-7.858762036365304E-8,9.409552209236002E-6,-.009434075852969645,9.832625065453861E-9,-6.043572472007876E-5,9.322646181522152E-10,6.8430968244553E-7,-.009434075852969645,31.63717902642619,7.867957570485482E-5,.1359572675073707,1.490680732465123E-8,-3.953103114253486E-10,9.832625065453861E-9,7.867957570485482E-5,4.783097984436683E-5,-4.758244007593798E-5,6.439526413417298E-7,2.392229678322854E-7,-6.043572472007876E-5,.1359572675073707,-4.758244007593798E-5,.0006920767122377466,-6.465708965918072E-7,-1.110621665978306E-11,9.322646181522152E-10,1.490680732465123E-8,6.439526413417298E-7,-6.465708965918072E-7,8.756407143744154E-9
3046158,       (2000 QH226),2000 QH226,,,N,N,9.0,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.1958615099320914,39.84165460453045,32.03820797549425,2.791988197008652,350.8751822164623,308.8946667673924,56.70377343439157,47.64510123356663,0.00391920539835337,2445132.3189094616,1982-06-11.8189095,91855.35418767584,251.486253765026,31.0244,12073.765748,26.907,5.551,5.639e-05,0.0043311,0.0018362,0.00026554,0.0016767,0.018687,0.020041,0.0051794,6.3908e-07,2.8723,14.978,TNO,Otto Matic,6329.0,2000-08-25,2017-12-23,43,,,3,0.20897,,,,,,0.00010870783462661476,K00QM6H,4,58.69573942744557,306.9898574664221,350.9772603868097,2.802199308501546,0.1919897546800333,0.003970846057641397,39.51313331879172,31.92701654627744,90660.77978702424,2000 QH226,K00QM6H,2.94941495855193E-9,4.31953926589987E-8,9.760586853842751E-5,3.582595354545027E-10,5.815936481761706E-7,1.190542880949722E-10,4.31953926589987E-8,3.674134804209615E-6,.005555776031239371,1.657320128127248E-8,3.690761142162614E-5,4.078164139953091E-9,9.760586853842751E-5,.005555776031239371,8.861797247311522,2.707001384724986E-5,.05792351909471999,7.059189687055009E-6,3.582595354545027E-10,1.657320128127248E-8,2.707001384724986E-5,2.771569626861305E-6,-2.592512743602218E-6,4.251332128794144E-7,5.815936481761706E-7,3.690761142162614E-5,.05792351909471999,-2.592512743602218E-6,.0003832159293824878,-3.79560741832424E-7,1.190542880949722E-10,4.078164139953091E-9,7.059189687055009E-6,4.251332128794144E-7,-3.79560741832424E-7,7.12896231341383E-8
3046161,       (2000 QL226),2000 QL226,,,N,N,8.1,,,,,,,,,,,,,,,,,0.40464,,7,2459600.5,59600,2022-01-21.0000000,J2000,0.192305145301635,44.02479967384863,35.55860417569379,2.490357828231503,167.4987240191046,213.3890163304534,357.4441157352474,52.49099517200346,0.00337410032108063,2460358.000969602,2024-02-17.5009696,106695.1085451725,292.115286913546,34.5623,13450.610291,30.6047,5.822,0.00027068,0.018389,0.0029699,0.00029419,0.0023078,0.023919,0.017329,0.021926,2.1141e-06,4.6863,66.85,TNO,Otto Matic,6624.0,2000-08-29,2018-10-18,19,,,4,0.20352,,,,,,0.0004176963924022881,K00QM6L,5,356.9175827350052,214.0566183545506,167.5573624172322,2.494110545183783,0.185192836012582,0.003422795083751933,43.62574975502692,35.54657343471827,105177.1990993344,2000 QL226,K00QM6L,7.151187407650447E-8,7.970375506297819E-7,-.001317229447434478,-1.035732852547735E-8,-6.654807057072306E-6,2.154347002573284E-10,7.970375506297819E-7,9.160410414343685E-6,-.01560346290149115,-1.175721433804687E-7,-7.896108524304238E-5,2.440287964600784E-9,-.001317229447434478,-.01560346290149115,27.53550507320045,.0001973894531544518,.1395329330249639,-4.098378677487132E-6,-1.035732852547735E-8,-1.175721433804687E-7,.0001973894531544518,5.307602147594594E-6,-4.302766596525373E-6,6.237908796563701E-7,-6.654807057072306E-6,-7.896108524304238E-5,.1395329330249639,-4.302766596525373E-6,.0007124201968403903,-6.439536184151831E-7,2.154347002573284E-10,2.440287964600784E-9,-4.098378677487132E-6,6.237908796563701E-7,-6.439536184151831E-7,8.736425186080896E-8
3078880,       (2000 QL251),2000 QL251,,,N,N,6.8,,,,,,,,,,,,,,,,,,,10,2459600.5,59600,2022-01-21.0000000,J2000,0.2221965770820853,48.18770342976632,37.48056067022559,3.671520171871178,223.3132730837974,100.2062163805922,39.46072496675825,58.89484618930706,0.00294645444357218,2446207.886700703,1985-05-22.3867007,122180.7453311742,334.512649777342,36.4714,14193.574738,32.4569,6.03,0.0003308,0.02746,0.0055,0.0002357,0.0036914,0.046876,0.061913,0.033561,2.5186e-06,9.6297,104.44,TNO,Otto Matic,7001.0,2000-08-25,2019-10-26,56,,,4,0.25529,,,,,,0.0005698549224289761,K00QP1L,9,40.8466785736772,99.04329357605853,223.3139797445119,3.674230201786195,0.2161611833339903,0.002989190145617761,47.74865495064149,37.42724919390443,120433.9578490081,2000 QL251,K00QP1L,1.040804634374313E-7,1.801936691069615E-6,.003315262404217132,-4.231894730789642E-9,1.607686036428902E-5,3.967545749120606E-9,1.801936691069615E-6,3.25429570579064E-5,.05978272823148269,-9.208826734931293E-8,.0002907756502138126,7.140105168938655E-8,.003315262404217132,.05978272823148269,109.9246253023166,-.0001684671895178565,.5345600539723312,.0001311150508559873,-4.231894730789642E-9,-9.208826734931293E-8,-.0001684671895178565,1.362296511704203E-5,-1.442340648887428E-5,-8.420048768118329E-7,1.607686036428902E-5,.0002907756502138126,.5345600539723312,-1.442340648887428E-5,.002613675628946258,1.477671685321519E-6,3.967545749120606E-9,7.140105168938655E-8,.0001311150508559873,-8.420048768118329E-7,1.477671685321519E-6,5.635694537941086E-8
3078882,       (2000 QN251),2000 QN251,,,N,N,7.36,,,,,,,,,,,,,,,,,,,10,2459600.5,59600,2022-01-21.0000000,J2000,0.1298253773951916,42.4681217922749,36.95468185332785,0.3388799735182445,42.93299047076715,317.4282477415636,23.50697926283791,47.98156173122195,0.0035613076501632,2452999.8404749064,2003-12-26.3404749,101086.4646820113,276.759656898046,35.9523,13991.556591,31.9974,5.788,0.00032784,0.020169,0.0036355,0.0001764,0.022843,0.03847,0.039625,0.022788,2.537e-06,6.663,72.013,TNO,Otto Matic,7688.0,2000-08-26,2021-09-13,26,,,4,0.33383,,,,,,0.00047492093242675054,K00QP1N,8,24.0950787810017,317.2466817643366,42.78872991961628,0.3419677794073491,0.123363155657947,0.003602250827717925,42.16455653316022,36.96300378231167,99937.51607465516,2000 QN251,K00QP1N,1.055090049065859E-7,1.195832211898778E-6,.002309997018451829,3.810270101401232E-8,1.069974395873394E-5,9.033259574175779E-11,1.195832211898778E-6,1.363793458062331E-5,.02699170894310665,4.281036296156012E-7,.0001250424324642635,1.069714852285772E-9,.002309997018451829,.02699170894310665,59.20247562188118,.000791498293241361,.274396089941283,2.459639427626747E-6,3.810270101401232E-8,4.281036296156012E-7,.000791498293241361,.0005162607181974811,-.0005125722236618887,-3.641234248434423E-6,1.069974395873394E-5,.0001250424324642635,.274396089941283,-.0005125722236618887,.001788025887807572,3.652602837849321E-6,9.033259574175779E-11,1.069714852285772E-9,2.459639427626747E-6,-3.641234248434423E-6,3.652602837849321E-6,3.139737456867212E-8
3147571,       (2000 QL252),2000 QL252,,,N,N,7.6,,,,,,,,,,,,,,,,,0.24245,,8,2459600.5,59600,2022-01-21.0000000,J2000,0.2608890251916819,46.33680673118199,34.24804239258856,23.56417909720059,162.373302690438,123.1113606342946,54.06637053012975,58.42557106977542,0.00312474744643177,2442297.863080696,1974-09-07.3630807,115209.3108872183,315.425902497518,33.2926,12956.481142,29.4185,5.393,0.00063628,0.080331,0.030153,0.00065834,0.0003003,0.21498,0.24726,0.10129,8.1258e-06,34.151,299.6,TNO,Otto Matic,7386.0,2000-07-31,2020-10-20,9,,,5,0.11494,,,,,,0.0017336326274279468,K00QP2L,3,55.70970480666108,121.5215369959649,162.4547329820206,23.63072921377793,0.2575561059078245,0.003169613488482478,45.91902230605185,34.0922977338106,113578.5171624689,2000 QL252,K00QP2L,3.796098005793911E-7,1.851361085914618E-5,.0206996454267155,1.97065497939572E-8,.0001317448906408223,2.798934530810731E-7,1.851361085914618E-5,.0009368330508632131,1.036277766071732,1.047222740094008E-6,.006621021310755312,1.39479061481019E-5,.0206996454267155,1.036277766071732,1149.890033050202,.001142504817976125,7.338593720837721,.01549560750117259,1.97065497939572E-8,1.047222740094008E-6,.001142504817976125,8.777501723299929E-8,7.257120112550594E-6,5.632497457698707E-8,.0001317448906408223,.006621021310755312,7.338593720837721,7.257120112550594E-6,.04685408668402439,9.881206416402052E-5,2.798934530810731E-7,1.39479061481019E-5,.01549560750117259,5.632497457698707E-8,9.881206416402052E-5,4.217892388954591E-7
3054366,       (2000 SR331),2000 SR331,,,N,N,8.9,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.4367354095467865,55.19513632377255,31.08946585641904,4.258415310611634,194.5116685049971,238.7817112684625,13.81857517426453,79.30080679112606,0.00240354832538413,2453851.2604160374,2006-04-25.7604160,149778.5570599941,410.071340342215,30.1064,11716.507688,26.0221,5.938,0.00031976,0.035362,0.0022826,9.9008e-05,0.0023844,0.010422,0.014326,0.050807,2.3099e-06,1.5244,143.94,TNO,Otto Matic,6031.0,2000-09-23,2017-03-29,23,,,4,0.15939,,,,,,0.0006406723917224855,K00SX1R,5,13.59170378415371,239.1683138161893,194.6035016826603,4.256688626732257,0.4377340004786509,0.00239275221166833,55.38578973940692,31.14154642710693,150454.3588945186,2000 SR331,K00SX1R,1.022479496328014E-7,7.247170765322369E-7,6.502982736469827E-5,-1.949124153936771E-8,4.56702850468681E-7,8.093502853747425E-10,7.247170765322369E-7,5.201391747126817E-6,.0008300183673238097,-1.459638669907527E-7,5.687213000414666E-6,5.575917764620083E-9,6.502982736469827E-5,.0008300183673238097,2.333274496582613,-6.004094215671679E-5,.01549490097106922,-5.118699483301891E-7,-1.949124153936771E-8,-1.459638669907527E-7,-6.004094215671679E-5,5.690912264250181E-6,-6.073689972047539E-6,1.648466056556339E-7,4.56702850468681E-7,5.687213000414666E-6,.01549490097106922,-6.073689972047539E-6,.000108564501783778,-1.677186534088576E-7,8.093502853747425E-10,5.575917764620083E-9,-5.118699483301891E-7,1.648466056556339E-7,-1.677186534088576E-7,9.840510038541354E-9
3110788,       (2000 SY370),2000 SY370,,,N,N,8.0,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.0423275457427295,44.05454124051167,42.18982063097895,1.825100200105482,270.1118073348233,292.273936665884,123.1186306130509,45.91926185004439,0.00337068407540129,2423074.196181867,1922-01-19.6961819,106803.2458536301,292.411350728624,41.188,16029.13396,36.7361,5.929,0.00022445,0.030752,0.036687,0.00044152,0.011067,0.69765,0.7211,0.032054,3.5294e-06,176.16,111.83,TNO,Otto Matic,7353.0,1999-07-18,2019-09-04,18,,,4,0.1358,,,,,,0.0006980438141918746,K00Sb0Y,5,130.695709940826,284.4825138159123,270.2504597477802,1.828394402199937,0.04811056063310621,0.003415047023686135,43.69171024130066,41.58967756657245,105415.825171105,2000 SY370,K00Sb0Y,7.918677904597224E-8,-1.012423502891215E-5,-.02291390768078824,2.917751720570676E-8,-.0001092071753938521,-1.19243894704525E-9,-1.012423502891215E-5,.001541532776376869,4.439947484389263,-2.204930504374101E-6,.01988588574266785,2.79199614758371E-7,-.02291390768078824,4.439947484389263,15865.05661117861,.0008887255314696456,67.81568740578474,.001119487092392231,2.917751720570676E-8,-2.204930504374101E-6,.0008887255314696456,.0001219818318440289,-.0001255453352232144,4.704786578634368E-6,-.0001092071753938521,.01988588574266785,67.81568740578474,-.0001255453352232144,.292754867214233,-2.013611741182209E-8,-1.19243894704525E-9,2.79199614758371E-7,.001119487092392231,4.704786578634368E-6,-2.013611741182209E-8,1.978227667343976E-7
3057542,       (2000 WV12),2000 WV12,,,N,N,7.1,,,,,,,,,,,,,,,,,,,4,2459600.5,59600,2022-01-21.0000000,J2000,0.04093086280684379,43.4710194388302,41.6917131061058,2.231413274506088,115.921032372981,148.0363711349501,176.6857605961508,45.2503257715546,0.00343877955866988,2408220.1315926416,1881-05-19.6315926,104688.3040503032,286.620955647647,40.6773,15830.384841,36.3875,5.891,0.0026232,0.038441,0.1052,0.0023777,0.09995,7.8952,8.649,0.040014,4.5613e-06,2474.6,138.86,TNO,Otto Matic,718.0,2000-11-24,2002-11-12,23,,,6,0.21998,,,,,,0.0008842902811168683,K00W12V,3,181.5600093875693,143.5125346359028,115.9611101878276,2.229348826157411,0.04078573013334982,0.003440408447528997,43.47672610473792,41.70349608674851,104638.7385365719,2000 WV12,K00W12V,5.900763405842224E-6,-.0002306704743559307,7.25030970362906,1.366260126913147E-5,.02307292870591585,-3.204547925818681E-7,-.0002306704743559307,.01020067184789008,-257.7640596788118,-.0004482387522058988,-.8137787338560942,1.075877970551549E-5,7.25030970362906,-257.7640596788118,9466908.071624961,18.64102274477984,30268.18425533219,-.4319660663635988,1.366260126913147E-5,-.0004482387522058988,18.64102274477984,.009981876308604551,.04985790183700706,-.0002364954720537177,.02307292870591585,-.8137787338560942,30268.18425533219,.04985790183700706,96.81898248543054,-.001148944853255748,-3.204547925818681E-7,1.075877970551549E-5,-.4319660663635988,-.0002364954720537177,-.001148944853255748,5.611402945967263E-6
3063121,       (2000 WT169),2000 WT169,,,N,N,6.1,,,,,,,,,,,,,,,,,,,23,2459600.5,59600,2022-01-21.0000000,J2000,0.01465491999475149,44.81767436037144,44.16087492826937,1.744646146187639,110.5008040856063,227.3971486899748,114.0062451399754,45.47447379247351,0.00328496009920944,2424894.9809992025,1927-01-14.4809992,109590.3722199356,300.042086844451,43.1528,16793.775176,39.1411,5.982,2.6095e-05,0.0026335,0.0030994,0.00010716,0.0018323,0.17228,0.174,0.0026721,2.8954e-07,49.928,9.6594,TNO,Otto Matic,6995.0,2000-11-23,2020-01-18,69,,,3,0.53126,,,,,,5.8760300207111726e-05,K00WG9T,13,113.7537773702385,228.0013355388134,110.5106278327677,1.743831546253221,0.01123565324457757,0.003279368927503389,44.88866111340816,44.38430768252455,109777.2187144772,2000 WT169,K00WG9T,8.885251309066978E-10,8.917370737343379E-9,.0007951099147447987,4.90211305844053E-11,2.619859112993648E-6,2.645956473334008E-12,8.917370737343379E-9,4.385765136954461E-6,.1314092028654605,-6.791684484453207E-9,.0004400754505599508,8.289504453826977E-10,.0007951099147447987,.1314092028654605,4260.85351632867,-.0001652688753945097,14.24287557083373,2.537957007539698E-5,4.90211305844053E-11,-6.791684484453207E-9,-.0001652688753945097,3.346376410184513E-6,-3.901385844658395E-6,-1.916000811206049E-7,2.619859112993648E-6,.0004400754505599508,14.24287557083373,-3.901385844658395E-6,.04761537780122781,2.764596232144804E-7,2.645956473334008E-12,8.289504453826977E-10,2.537957007539698E-5,-1.916000811206049E-7,2.764596232144804E-7,1.140406445885405E-8
3063123,       (2000 WL183),2000 WL183,,,N,N,7.6,,,,,,,,,,,,,,,,,,,5,2459600.5,59600,2022-01-21.0000000,J2000,0.06881000747386853,43.50458351011166,40.51103279363333,4.301647991156943,93.65768733886732,201.1240626877669,149.1278302339398,46.49813422658998,0.00343480076488516,2416183.7662672866,1903-03-10.2662673,104809.5725610552,286.952970735264,39.4964,15370.813988,35.349,5.873,0.00039367,0.030871,0.045773,0.00045482,0.002719,0.32735,0.34729,0.032995,3.656e-06,56.038,111.56,TNO,Otto Matic,7293.0,2000-11-26,2020-11-14,20,,,4,0.15849,,,,,,0.0007096033913949488,K00WI3L,4,151.5293124206397,199.0982630248179,93.6695495138823,4.298599311497194,0.0666073648874612,0.003433256153802219,43.5370867719957,40.63719614723632,104856.7260561994,2000 WL183,K00WI3L,1.77934523279254E-7,-1.966577213485304E-5,-.01743918529803311,-7.141158480412585E-8,-.0001211494550486186,9.001629336617676E-10,-1.966577213485304E-5,.002184279424630089,2.000590037206307,8.021358683714738E-6,.01366669527179864,-1.154255053815034E-7,-.01743918529803311,2.000590037206307,2209.856004371018,.007870202670108319,13.76647492262432,-.0001971340509903649,-7.141158480412585E-8,8.021358683714738E-6,.007870202670108319,7.395644848292171E-6,4.457723308502525E-5,-1.14664864734518E-6,-.0001211494550486186,.01366669527179864,13.76647492262432,4.457723308502525E-5,.08965083474284991,1.181450722386474E-7,9.001629336617676E-10,-1.154255053815034E-7,-.0001971340509903649,-1.14664864734518E-6,1.181450722386474E-7,2.079728754183021E-7
3063124,       (2000 WM183),2000 WM183,,,N,N,7.2,,,,,,,,,,,,,,,,,,,7,2459600.5,59600,2022-01-21.0000000,J2000,0.1134296054084029,44.87701553261717,39.78663336884564,7.445762099331489,81.22799777222579,150.6796270237969,220.207763042939,49.96739769638871,0.0032784466671288,2502240.277660159,2138-10-19.7776602,109808.1001620443,300.638193462134,38.779,15091.62343,34.3853,5.902,0.00038984,0.018495,0.032601,0.00057965,0.0010617,0.24762,0.31168,0.020593,2.0268e-06,98.192,67.884,TNO,Otto Matic,5548.0,2000-11-26,2016-02-04,22,,,5,0.27688,,,,,,0.0004121263363994784,K00WI3M,4,222.1211147264383,149.1587783887901,81.23589255100745,7.443303837607615,0.1146472114818196,0.003275473521279574,44.92424374046711,39.77380446769296,109907.7729254135,2000 WM183,K00WI3M,1.548562102780476E-7,-1.221388749076561E-5,-.02712034334772138,-1.447259476460727E-8,-4.119937292829265E-5,3.171087793840794E-9,-1.221388749076561E-5,.001044932767436363,1.570918329904381,1.131670278364745E-6,.001350820996549091,-1.384361339788852E-7,-.02712034334772138,1.570918329904381,8710.962982266255,.002606632655424562,20.45018199589275,-.001333526836431809,-1.447259476460727E-8,1.131670278364745E-6,.002606632655424562,1.123640289029979E-6,2.97579156268109E-6,-5.293907397305401E-7,-4.119937292829265E-5,.001350820996549091,20.45018199589275,2.97579156268109E-6,.0551826594229614,-2.91927631276708E-6,3.171087793840794E-9,-1.384361339788852E-7,-.001333526836431809,-5.293907397305401E-7,-2.91927631276708E-6,3.378131120991306E-7
3063126,       (2000 WO183),2000 WO183,,,N,N,7.4,,,,,,,,,,,,,,,,,,,6,2459600.5,59600,2022-01-21.0000000,J2000,0.06247952245256642,43.74548464609251,41.01228765594857,2.445327850163011,120.4288298644931,264.823782158273,60.98032636727828,46.47868163623644,0.00340646730824241,2441699.160914864,1973-01-16.6609149,105681.331251567,289.339715952271,40.0178,15573.727226,36.056,5.901,0.00025614,0.023363,0.011483,0.00044806,0.012594,0.29481,0.30254,0.024822,2.7289e-06,74.73,84.66,TNO,Otto Matic,5078.0,2000-11-26,2014-10-22,23,,,4,0.16012,,,,,,0.000534066548559472,K00WI3O,4,58.99870181520662,267.120153395948,120.4676918649191,2.44238613326483,0.06030931176558491,0.003402666719754076,43.79762504537768,41.15622042192381,105799.3713901015,2000 WO183,K00WI3O,7.424985195089791E-8,2.579795942899526E-6,.01897442654767998,4.110864812578115E-8,7.354264555049893E-5,2.748253689027165E-11,2.579795942899526E-6,.0001162042315454963,.8391840108991255,1.235325361220829E-6,.003265215115249825,1.625534296649946E-8,.01897442654767998,.8391840108991255,6072.554639520422,.009170124446215943,23.62131886178182,.0001110525156492536,4.110864812578115E-8,1.235325361220829E-6,.009170124446215943,.0001596760242543219,-.0001240522130674102,-5.573873516075021E-6,7.354264555049893E-5,.003265215115249825,23.62131886178182,-.0001240522130674102,.0920476566378768,6.00635957917608E-6,2.748253689027165E-11,1.625534296649946E-8,.0001110525156492536,-5.573873516075021E-6,6.00635957917608E-6,2.006485244092182E-7
